sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
187013007,38,23,2,26,8,0,21,1,2,0,1,5,1,1
037059002,16,10,3,25,3,1,4,0,1,0,0,0,0,0
037075002,32,6,0,10,7,3,5,0,0,0,0,0,1,2
037045004,26,11,9,34,7,1,12,0,0,0,0,0,2,2
268130010,23,33,3,37,2,3,3,1,3,0,0,0,6,5
268038001,15,10,6,32,7,8,22,2,2,1,2,4,5,12
267056002,14,16,1,27,2,1,4,1,3,0,2,3,2,20
268113016,26,6,4,6,2,1,4,5,1,0,0,0,5,12
268114002,27,16,5,22,2,2,4,3,1,0,0,0,4,17
267040012,13,18,1,25,4,0,6,0,3,1,0,2,3,3
268145004,28,17,5,27,4,2,5,0,2,0,2,1,10,5
267038011,18,36,18,62,4,0,13,9,0,0,2,0,4,12
267080019,20,51,3,43,4,2,9,2,1,1,2,1,2,4
267061003,17,36,2,62,5,4,6,5,5,0,2,2,0,2
268006019,21,18,3,23,1,0,2,3,3,0,1,2,4,3
267046001/267057001,22,31,5,24,1,0,1,1,1,0,0,1,2,3
077044005,34,16,8,15,3,1,9,0,0,0,0,0,9,1
047132069,15,9,11,12,2,0,5,0,2,0,1,0,4,11
047243012,26,9,4,14,0,1,2,0,5,0,0,0,1,4
047243010,30,13,7,18,1,1,7,0,0,0,0,1,3,4
087026004,15,18,4,62,6,2,12,2,8,0,2,1,2,3
157132002,25,15,0,15,3,4,3,3,0,0,0,0,1,1
157008004,19,12,5,19,1,2,10,1,2,0,0,2,1,1
097076004/097076002,21,14,3,32,3,1,2,0,3,1,0,1,5,0
107042001,22,15,3,31,6,1,10,0,1,0,1,4,2,0
017001001,21,23,3,65,5,3,6,1,4,0,0,2,0,4
017018002/017018001,30,14,2,52,5,1,11,2,5,0,0,1,0,6
087066049,15,19,4,108,2,3,3,0,5,0,2,1,4,8
207026006,21,10,0,31,3,0,1,1,1,0,1,1,0,3
057105002/057105004,14,22,0,29,0,2,2,1,1,0,0,1,0,0
057105003,22,10,0,20,2,1,3,0,0,0,0,0,2,0
097110003,26,32,4,46,6,3,3,1,4,0,0,2,3,1
097057002,14,25,2,46,2,1,8,1,4,0,1,2,2,1
017048001,19,22,5,44,4,4,5,2,6,0,0,3,1,0
037054002,21,16,3,29,2,2,9,0,0,0,0,1,2,4
217090003,24,21,4,29,1,2,7,0,1,0,0,0,2,2
107052017,14,22,3,25,3,2,4,2,2,1,3,3,4,1
247005002,31,26,8,64,6,5,6,0,5,0,3,2,1,2
247033004,40,26,9,63,9,0,10,2,3,0,1,4,4,4
247016002,18,18,3,39,8,1,4,2,4,0,1,3,0,0
207013001,15,17,1,16,3,3,5,1,0,0,1,3,1,0
207012002,20,15,2,20,3,1,3,2,2,0,0,0,1,5
017029001,32,19,7,47,7,1,4,2,8,0,0,2,2,1
067188011,16,7,1,14,1,1,2,0,3,0,2,0,0,3
247038002,24,17,8,23,10,3,8,3,7,0,1,1,5,3
217006003,18,11,0,25,2,3,10,1,0,0,0,1,0,3
097063012,18,27,1,63,2,3,2,1,1,0,0,1,0,1
197008001,23,22,6,48,5,2,7,0,2,0,1,2,0,4
187040005,21,11,2,29,3,1,6,0,0,0,0,2,2,2
017004003,20,15,6,29,1,1,8,1,2,0,1,2,1,5
187018013,13,10,2,18,4,1,15,1,1,0,4,4,2,1
097058018,25,22,4,20,7,1,13,3,1,0,0,2,4,1
047039001,28,22,1,48,5,3,4,0,2,0,2,1,2,4
087069049,10,19,4,41,4,1,10,1,8,0,2,6,3,1
157148002,25,17,3,30,4,1,4,0,1,0,1,1,2,2
157119001,21,13,1,17,5,2,4,1,1,0,0,1,1,0
157033003,16,17,1,18,4,1,3,0,1,0,1,0,1,1
157025006,9,10,2,11,2,1,2,0,0,0,0,1,0,0
157115001,19,17,0,23,3,1,1,0,1,0,1,0,0,1
247094006/247094008,38,30,2,30,4,1,6,2,4,0,5,3,4,2
087066027,11,12,2,37,3,1,3,3,5,0,2,2,1,7
087071065,27,10,8,9,3,1,7,1,1,1,1,0,3,2
087071066,34,5,0,8,7,3,7,4,2,0,2,1,5,1
087047017,27,9,7,54,13,1,10,2,2,0,2,1,0,10
247003003,20,21,3,34,3,4,6,1,0,0,4,0,1,2
247003009,26,13,0,34,7,2,18,1,0,0,2,1,2,0
087071039,24,29,5,33,3,1,6,2,6,0,3,2,9,4
087025018,36,13,12,19,3,1,10,7,0,0,5,0,1,10
087033008,18,18,3,62,3,1,5,1,4,0,4,2,2,2
217177006,40,9,1,16,3,4,27,2,1,0,2,0,1,4
217118002,34,6,1,9,2,2,12,0,0,0,4,0,3,2
217118003,31,6,2,9,1,2,5,1,2,0,0,0,2,1
107083005,33,27,13,34,12,5,14,2,4,1,0,3,3,2
067159002,22,12,1,17,4,1,7,0,2,1,2,0,2,0
067197006,21,22,0,40,1,0,10,1,2,0,1,0,1,0
067125004,31,19,7,31,0,4,7,4,1,0,2,2,5,1
227092001,13,22,4,21,1,0,5,1,5,0,1,1,1,3
217152004,22,21,3,16,4,2,3,0,0,0,0,2,1,1
217152013/217152012,5,13,3,17,1,2,2,0,1,0,0,0,2,2
257033002,35,13,2,27,4,0,17,3,3,0,2,1,3,3
187036009,25,14,4,28,6,1,8,1,5,1,2,2,0,7
217152025,30,14,0,17,4,0,8,2,6,0,2,1,1,0
087001001,16,14,7,36,10,3,20,2,5,0,1,3,5,2
107072006,24,13,7,8,4,1,7,0,2,0,0,0,7,2
017051009,36,14,0,31,1,3,10,1,6,0,1,0,1,3
217115002,31,21,7,17,4,3,5,2,3,0,2,2,0,2
217050003,39,15,4,31,9,3,22,1,1,0,2,0,5,3
107091003,34,10,1,3,2,3,3,0,0,1,1,1,2,2
107091004,22,16,3,28,2,1,3,1,4,2,1,1,1,0
047261001,20,29,1,48,2,2,5,1,2,1,0,2,2,6
047261003,8,7,2,20,2,1,4,1,1,0,0,1,2,2
247097003,17,21,3,45,9,0,8,2,4,2,2,3,4,0
067154006,12,15,1,30,1,2,0,0,0,0,0,1,1,1
067101009,17,11,1,21,3,0,6,0,1,0,2,1,1,3
067170003,16,12,5,27,11,2,10,2,0,0,1,0,1,7
247027004,16,18,3,40,3,0,3,0,4,0,4,3,3,1
068015009,32,18,6,41,7,0,7,4,3,0,1,3,1,21
227058004,35,7,8,6,3,4,15,2,2,0,1,2,0,1
227052001,27,2,1,18,12,2,19,1,1,0,2,1,1,2
097048002,34,23,4,28,2,4,29,1,3,1,0,0,0,2
267040057,11,18,2,33,1,0,3,0,4,0,1,0,0,4
268085005,15,9,6,7,3,2,5,5,2,1,1,2,2,17
267060001,34,21,5,26,2,1,9,3,0,0,1,0,1,5
267044004,36,14,6,30,6,5,14,3,2,0,5,1,5,4
267159002,36,10,13,44,6,0,13,2,2,0,0,1,3,20
077128004,24,24,11,37,6,1,14,0,3,0,0,1,4,5
047235007,27,17,1,28,1,0,4,3,0,0,2,1,4,3
047235021,9,8,3,33,2,2,6,0,0,0,0,0,0,8
047246010,30,11,2,12,2,1,10,3,2,2,3,0,1,5
048048006,23,14,4,26,0,0,4,1,1,0,0,2,2,4
048048004,51,19,1,17,3,2,9,2,2,0,1,2,3,5
047016014,21,28,2,61,2,1,3,1,1,0,1,0,2,3
047016005,51,22,3,28,1,2,8,1,3,0,0,5,2,3
047250007,19,27,1,23,1,1,2,1,1,0,2,1,0,1
047054014,21,11,6,56,4,0,8,0,2,1,1,0,1,2
048019001,16,11,3,24,1,1,5,4,1,0,2,1,3,3
247078001,24,46,6,50,4,1,7,5,4,1,5,3,3,3
207042002,36,6,2,8,6,1,12,1,1,0,0,1,0,2
207014003,19,9,3,17,2,0,7,0,2,0,0,0,0,0
207077001,22,19,1,25,3,1,5,0,2,0,1,0,2,1
207058002,22,11,0,24,1,1,5,0,0,0,0,1,1,2
227049003,28,30,5,48,7,2,6,3,3,0,2,1,5,4
227059001,19,29,3,23,2,3,8,0,5,1,0,0,3,0
097085001/097085005,23,11,4,42,6,0,6,0,3,0,1,2,1,0
067133002,12,14,2,15,2,0,5,0,0,0,0,0,3,1
107080001,30,14,4,16,2,0,6,4,0,0,3,0,4,7
087079010,45,19,14,46,17,4,17,3,6,0,5,2,3,0
087048005,42,24,5,21,6,3,10,1,1,0,4,0,7,0
217152001,25,10,3,19,5,2,9,2,3,0,2,1,2,5
067017024,36,6,3,14,5,0,4,0,1,0,1,0,4,3
107078018,39,9,2,20,15,4,15,2,0,0,3,1,4,0
107078015,10,9,10,58,10,4,15,0,4,2,4,0,3,5
067188004,9,16,3,27,0,0,2,2,1,0,1,1,0,3
067215002,15,13,2,37,1,2,6,0,0,0,0,0,2,4
187009002,14,13,1,30,3,2,5,0,7,0,1,4,1,0
247116003,17,10,7,32,7,0,6,2,4,2,6,3,0,2
247029003,22,21,2,30,1,2,6,0,2,0,0,1,4,2
247068002,22,25,5,41,2,3,7,0,3,0,1,1,4,1
247061001,18,16,3,30,3,1,12,2,0,0,1,1,3,0
187026006,27,13,3,36,11,2,11,3,3,0,1,1,5,1
237075011,19,16,8,55,19,1,9,0,1,0,1,3,2,9
067106005,9,6,3,19,3,1,6,0,1,0,0,0,0,1
247113004,21,10,3,12,9,0,22,2,3,0,2,0,4,0
017022004,26,13,3,32,9,6,11,1,1,2,3,0,0,1
217110003,22,13,4,25,5,0,13,0,0,0,0,1,1,3
107078017,21,17,2,26,9,3,5,2,2,1,0,2,0,1
047077006,41,22,7,44,12,3,8,1,3,1,0,1,3,5
217045007,24,12,1,20,4,1,18,0,0,1,1,0,4,1
087052004,23,30,13,89,24,2,8,2,2,0,3,1,0,4
087014008,22,19,9,55,1,2,6,1,4,0,3,3,1,3
197032004,14,13,1,17,3,1,2,0,0,0,1,0,3,0
207014002,24,16,0,15,1,0,4,0,1,0,0,1,2,4
227008002,22,17,4,37,3,0,9,0,1,0,1,1,3,2
227006001,15,21,1,34,0,2,9,1,1,1,2,0,2,2
087026002,16,19,5,55,3,2,4,0,5,0,0,5,2,5
157015004,27,31,0,38,0,2,9,1,1,0,1,4,3,0
247002008,20,11,5,13,5,5,10,0,3,0,0,1,1,4
087029009,5,15,0,66,2,2,4,1,2,1,1,0,0,2
087023035,13,5,0,20,5,2,21,0,3,0,1,2,2,1
087023021,4,19,2,46,3,0,2,0,1,0,1,2,3,3
087023018,25,5,12,53,7,2,12,1,4,0,3,1,2,6
167082017,9,18,2,32,3,1,10,1,2,0,1,2,2,0
047222009,33,16,5,18,1,1,4,0,3,0,0,1,0,7
057095002,52,20,4,38,8,6,21,2,1,0,4,0,1,2
217048005,27,16,0,15,1,2,7,1,0,0,2,0,0,4
097048004,33,14,3,17,8,2,7,1,2,0,1,1,0,4
017049003,15,16,7,14,1,1,3,0,0,0,0,0,1,2
097048005,15,11,1,24,2,0,2,0,1,0,0,1,1,0
237005008,45,14,6,17,3,0,13,2,0,1,2,2,1,13
097076003,58,42,10,70,17,7,30,3,8,3,7,4,6,0
197080004,9,42,0,42,3,3,2,2,2,0,0,1,0,6
228016002/01,25,8,2,45,12,1,48,2,5,0,4,1,1,8
067017003,34,27,5,27,4,0,14,1,4,0,3,1,6,6
237075006,30,17,3,22,4,4,13,4,2,1,0,0,2,3
087090001,47,17,8,11,4,1,12,0,2,0,4,2,3,4
037080004,38,12,3,19,4,1,14,3,2,0,1,1,1,1
257015003,22,14,1,37,13,2,32,1,4,0,3,2,1,10
087008006,19,18,4,30,16,2,18,2,3,0,5,3,1,3
047205004,26,12,5,24,7,3,7,1,0,0,1,2,0,1
047278006,26,9,2,15,5,1,10,0,1,0,1,1,0,3
247104005,20,14,2,9,5,1,4,0,0,0,1,1,2,0
047284002,30,25,4,41,2,3,9,0,3,1,0,0,5,1
247031005,18,31,4,37,6,5,12,3,4,0,2,0,4,2
217072003/217072004,36,17,5,31,4,4,26,0,3,0,3,0,2,0
107078008,22,10,4,35,14,2,16,0,7,0,0,0,2,1
127058004,31,17,5,29,11,0,11,0,2,0,2,2,6,2
217120001,10,7,5,23,9,1,10,0,0,0,1,1,2,1
217170002,23,15,3,24,1,3,10,0,1,0,1,1,1,2
097063044,32,31,10,23,2,1,4,2,2,0,0,0,3,1
237003019,22,5,4,3,6,0,6,2,0,0,0,1,2,5
097041003,20,11,5,19,7,0,7,1,0,1,0,0,1,4
197008012,19,16,7,23,12,4,8,1,3,0,2,0,1,5
237077005,26,34,2,61,6,1,4,1,4,0,2,0,4,6
097083005,19,17,2,22,2,1,18,0,1,0,1,1,2,2
107006001/02,18,20,17,48,12,6,10,0,2,0,3,1,2,6
187075004,14,32,5,66,0,0,6,0,4,0,2,0,0,1
048044002,28,19,7,28,4,1,8,2,0,0,0,1,1,9
047324006,14,16,2,39,5,3,7,1,3,0,2,1,1,2
047246005,18,19,4,54,7,4,11,3,4,0,3,0,1,1
047246008,32,27,3,20,2,2,14,0,4,0,1,2,1,1
047324010,10,11,4,46,2,0,6,1,1,0,2,1,1,4
047016043,24,20,2,35,3,0,13,1,1,0,2,1,3,3
047277019,29,27,1,20,3,1,14,1,0,0,3,2,2,1
048042018,20,9,7,36,1,0,4,4,4,0,0,2,0,5
047090016,12,5,2,22,9,2,12,0,1,0,1,0,1,2
047090011,47,11,8,14,7,2,14,0,1,1,1,1,5,11
047277015,21,26,1,22,3,0,2,2,3,0,0,0,0,2
217056026,33,17,5,12,2,0,10,2,1,0,2,0,1,4
217056018,25,18,5,17,2,5,13,3,2,1,1,0,2,2
217056019,8,30,1,17,6,2,8,1,1,0,0,1,0,1
228034002/228034001,42,19,5,11,3,1,8,2,1,2,4,1,5,3
217056002,19,12,1,10,1,4,5,1,1,0,0,1,0,5
247026002,15,16,0,37,3,1,9,0,1,0,1,2,0,2
207059003,9,21,3,39,1,1,4,0,4,0,0,2,0,1
207020003,22,17,0,38,0,2,4,1,1,0,1,0,1,1
057072002/057072001,32,25,5,29,6,3,12,1,1,0,1,0,4,0
228007001,18,14,9,32,11,2,11,1,2,0,0,1,2,6
097093002,25,13,4,59,7,2,10,0,2,0,4,2,1,3
227092003,16,15,5,25,0,2,8,2,0,0,0,0,2,1
247109005,9,9,3,25,4,1,3,1,0,0,1,0,0,0
237005005,34,6,8,19,0,2,9,2,3,0,1,4,0,12
227028001,23,9,7,32,8,2,14,2,1,1,2,0,2,7
217031002,50,16,5,23,3,3,7,2,0,0,2,0,3,2
087050004,20,20,2,43,6,1,4,3,0,1,1,3,2,5
087048008,7,5,5,63,4,1,5,0,2,0,0,2,1,3
047159005,10,10,0,20,3,1,9,1,0,0,0,1,1,0
217177005,37,15,3,25,10,2,24,0,1,0,1,1,0,4
067102004,18,8,3,16,4,3,5,1,2,1,1,4,1,2
237003010,56,7,6,6,4,3,3,1,0,0,0,0,6,24
107080017,23,4,6,9,1,0,5,0,1,0,2,0,2,4
087010005,11,10,4,49,2,1,13,1,3,0,1,2,2,1
187013013,17,6,8,28,6,3,7,3,1,0,0,1,3,2
107079009,24,20,4,22,2,1,4,1,2,1,1,0,2,1
087050006,24,4,3,37,18,1,49,1,2,1,3,4,2,8
107079038,13,7,3,39,2,1,13,1,2,0,1,1,1,3
087033005,11,9,5,30,5,1,5,1,2,0,1,2,2,1
167066013,42,17,8,12,6,1,16,1,4,1,1,2,7,9
197098001,11,6,1,20,10,2,10,0,1,0,1,3,0,0
207009008,23,10,2,15,4,1,14,2,3,0,1,1,0,4
197040003,17,9,5,18,5,0,9,0,2,0,1,0,2,1
117066006/117066008,52,16,5,12,5,1,10,1,2,0,0,1,1,3
237079011,15,11,4,29,10,3,7,0,6,1,1,0,0,11
167039009,13,6,3,25,4,1,7,1,2,0,1,1,3,8
167065015,9,12,6,61,7,0,13,3,6,0,1,1,4,5
217168004,15,18,1,31,6,0,5,3,1,0,0,2,2,1
227057001,20,18,4,37,1,5,4,4,1,0,2,1,2,3
097022004,15,12,3,19,4,5,13,1,1,0,2,1,2,2
017031002,18,11,3,29,1,2,8,0,1,1,0,2,1,0
017019001,22,24,2,39,2,3,9,0,5,1,0,1,3,1
017033002,13,22,3,53,3,0,8,1,4,0,0,2,4,0
167087004,13,22,3,42,3,1,1,1,1,1,2,1,2,4
157097004,18,20,0,24,2,1,4,0,3,0,1,1,2,0
047295006,39,14,7,6,3,1,13,0,0,0,0,0,2,0
047042016,14,10,3,25,3,0,9,0,3,1,1,0,1,3
057018012,31,16,1,18,0,1,8,2,1,0,0,0,0,4
057038006,44,15,10,14,1,0,11,2,2,1,3,0,4,2
047096002,29,20,2,31,7,4,11,0,0,1,0,0,3,5
057006002,15,10,0,6,1,0,1,0,0,0,0,0,1,0
057107007,29,9,7,9,0,1,6,2,1,0,0,0,2,2
047186009,10,6,3,30,2,1,20,0,1,0,0,0,0,1
097002004,12,19,0,27,4,1,2,1,2,0,0,1,4,1
087041001,14,11,5,33,12,3,15,1,3,0,0,3,0,3
067116002,11,14,1,32,3,1,5,1,4,0,0,1,1,0
187079001,23,9,2,20,2,1,7,0,2,1,1,1,0,1
107073007,18,11,2,13,3,4,6,0,1,0,0,2,2,0
047105011,15,7,3,44,3,3,8,1,2,1,0,0,3,3
047253006,10,21,2,35,1,0,7,2,3,1,1,0,2,1
047253015,44,32,10,59,13,3,29,0,6,0,4,3,3,10
087069004,10,7,2,36,5,2,10,2,3,0,0,0,2,5
047084002,30,19,5,64,8,1,10,0,3,0,1,0,1,2
187025003,29,14,4,11,3,0,10,1,0,0,0,0,2,2
217162028,18,3,2,29,6,1,8,1,4,0,0,1,2,9
097051002,17,10,4,32,7,3,13,3,1,0,0,0,0,2
097101001,22,18,3,38,9,2,15,2,4,0,1,3,2,1
067074005,13,4,0,15,0,2,6,1,1,0,0,2,1,0
227067006/227067004/227067002,21,6,0,21,8,3,16,1,1,0,2,2,1,2
107078022,22,10,4,32,6,2,11,2,5,0,2,3,0,4
087067014,14,9,5,14,6,0,15,0,2,0,1,1,0,1
217055006,14,17,2,28,2,4,5,1,1,0,1,1,3,4
057004005,17,9,2,11,4,0,7,0,1,0,1,1,2,0
167066010,43,12,8,13,7,2,12,2,1,2,2,1,0,3
207047004,26,12,5,17,3,0,5,0,0,0,1,0,1,0
117035003,20,6,4,6,2,0,7,0,1,0,2,0,2,2
167006009,36,27,11,42,5,0,8,3,1,0,2,3,1,6
068001013,16,12,6,33,5,0,3,0,7,2,0,1,1,13
017013002,12,14,2,20,5,1,8,4,2,0,1,0,0,5
227036008,10,23,2,29,2,1,3,0,1,0,1,0,0,0
017002002,23,18,3,39,12,1,13,3,2,0,3,0,1,1
107052002,12,15,8,33,8,4,6,0,3,1,0,1,2,2
237004017,24,17,1,32,3,5,7,2,3,1,4,5,2,1
247076004,14,14,4,19,1,0,4,1,0,0,1,0,1,0
107052016,6,9,3,20,8,1,14,3,5,0,1,0,3,5
048043011,17,10,1,18,6,3,22,2,1,0,5,4,1,1
048010004,26,32,2,35,1,0,5,1,1,0,0,0,0,6
127090003,32,26,2,24,6,5,25,1,1,0,2,1,1,4
047320002,10,9,4,57,4,2,5,2,3,1,1,1,1,0
077015004,28,23,2,35,6,4,9,0,0,0,1,0,1,0
047072029,26,17,8,20,2,3,8,2,2,1,1,0,2,2
047179007,38,9,7,13,3,1,6,1,1,0,2,0,4,4
227090009,25,12,18,91,12,4,24,2,2,0,3,3,1,10
228020005,68,3,3,2,2,2,9,2,0,0,1,0,0,8
228038003,27,17,2,6,1,2,7,4,2,1,1,0,1,2
217176004,29,22,4,11,2,2,7,1,3,0,0,0,5,1
097083007,18,11,4,28,10,1,16,1,2,0,2,1,1,3
227054004,16,10,2,24,7,1,10,0,2,0,0,0,0,1
227090008,22,12,6,44,10,0,15,1,3,0,1,1,1,2
228001001,27,17,4,24,3,2,21,0,2,1,0,1,2,1
228007015,38,20,2,29,2,5,4,2,1,0,2,1,1,5
247087001,23,18,4,48,6,2,6,3,2,0,0,3,2,1
247019001,12,13,4,26,1,1,6,1,1,0,0,3,4,1
237003015,29,18,3,12,2,0,3,0,0,0,0,1,1,5
087079006,19,9,1,22,5,1,21,0,1,2,4,1,2,1
237004014,30,18,7,58,11,2,9,1,2,0,0,2,2,1
087069009,14,13,4,36,0,0,6,1,0,0,1,3,0,3
107073009,13,3,1,18,13,2,9,2,3,0,0,0,1,3
187087024,24,35,4,33,3,2,7,2,0,1,2,1,2,2
067214004,16,9,0,8,3,0,7,1,1,0,2,0,0,1
067017026,27,25,3,43,7,2,8,1,3,0,2,3,2,9
067179005,10,18,2,33,2,2,5,0,2,0,0,1,0,2
227090001/227090036,28,11,1,18,4,3,10,2,2,0,0,2,1,0
187040004,27,8,3,17,6,3,7,1,2,0,1,1,3,1
067047003,15,2,6,34,11,1,21,2,2,0,0,1,1,6
067165001,16,19,4,52,3,0,6,3,1,0,3,0,2,1
097033001,15,17,3,28,3,4,3,1,1,0,1,1,1,1
187087025,40,10,11,13,4,1,12,1,1,0,0,1,6,10
087069043,13,18,5,70,9,0,10,0,5,0,1,0,2,1
087018004,29,22,4,51,7,0,11,3,1,1,0,4,0,4
187086011,11,9,5,26,8,2,8,2,3,0,0,0,2,5
087048013,13,14,6,31,4,2,5,3,3,0,0,2,1,2
237005011,30,9,9,20,5,1,8,2,3,0,5,0,3,8
257016008,14,13,0,38,7,4,32,0,1,1,4,1,1,0
087090003,17,19,2,22,2,2,7,0,1,1,1,1,2,2
167065028,27,14,1,16,1,1,14,1,0,1,6,1,6,1
167065026,26,27,10,50,12,5,17,4,5,1,1,1,3,10
207060003,18,10,2,23,2,3,17,1,1,0,2,2,1,0
267059005,19,19,1,51,2,0,3,3,4,0,0,1,1,7
267103030,56,18,21,34,7,1,10,3,3,0,2,0,2,6
267101013,24,22,4,36,8,3,7,3,3,1,2,1,2,2
267114001,21,27,0,40,0,1,2,1,0,0,0,0,1,1
267028002,17,17,0,24,1,0,8,3,5,0,2,3,2,10
207041001,26,24,4,31,7,0,3,1,2,0,1,0,2,1
207009007/207009001,34,26,0,31,10,1,7,2,1,0,0,1,0,0
207036001,40,25,2,43,7,2,6,1,0,0,0,1,3,2
227080001,14,20,2,44,4,1,4,0,3,0,1,1,1,3
227076001,17,21,2,33,6,2,3,0,1,0,0,1,2,6
227090015,34,10,7,11,4,1,9,0,2,0,0,0,1,1
227030001,27,27,1,52,4,3,6,1,7,0,1,5,1,7
227060002,23,21,5,49,11,1,11,2,5,1,2,3,2,2
077035012,20,4,3,5,0,0,4,0,0,0,0,0,1,5
077035009,37,13,0,9,1,3,8,1,1,1,0,1,0,4
068001025,17,8,7,28,6,1,11,2,1,0,0,2,2,6
067213002,11,21,6,30,3,2,1,1,2,0,1,0,2,8
068003001,23,18,3,33,5,0,5,1,4,0,0,1,2,10
068008002,25,28,7,41,3,3,13,0,0,0,0,1,3,3
068019004,25,12,7,13,1,0,5,1,0,0,0,0,3,19
037080008,29,14,8,8,3,1,7,2,0,0,3,0,6,0
167066015,26,12,3,3,3,1,4,2,2,0,0,1,2,2
137029009,14,8,2,27,8,1,7,0,6,0,2,1,1,9
237065002,41,16,5,33,13,6,15,1,3,1,2,1,2,3
197021002,28,24,1,16,1,0,6,0,0,0,0,0,2,0
197021004,35,32,4,20,7,1,6,0,1,0,1,0,1,0
157011010,25,12,8,32,3,1,4,1,0,0,0,1,0,1
207047002/207047003,33,16,3,12,0,2,7,0,1,0,0,0,1,2
167090009,18,16,1,64,2,1,10,0,1,0,4,2,2,4
067017001,27,7,4,25,0,2,7,2,2,2,3,1,1,3
067097001,18,16,3,33,0,0,4,0,2,0,1,2,4,3
068008001,34,19,6,7,0,2,4,0,3,0,3,2,1,7
227028003,30,20,3,35,6,1,6,1,1,0,0,0,3,2
217168001,33,24,3,29,10,0,18,2,0,0,0,0,5,0
217055005,12,13,1,52,4,1,7,2,3,0,2,2,2,8
227059002,19,19,1,21,0,1,4,1,0,0,1,2,3,2
097011006,27,20,3,31,2,3,14,0,3,1,2,0,6,2
137006001,48,19,8,41,5,2,19,1,0,0,2,0,5,4
027057006,43,31,5,13,5,0,16,1,1,0,2,0,0,0
137053004,63,14,4,21,9,4,22,1,5,0,1,1,2,14
237080004,30,16,3,25,4,0,6,1,2,0,2,1,1,3
137045009,14,13,2,26,4,0,6,0,1,2,5,4,4,3
057096008,34,13,5,19,1,1,5,1,0,0,0,0,1,2
267149006,16,31,4,42,2,2,7,3,2,1,3,2,2,6
267030004,12,24,0,25,3,3,8,1,1,1,2,1,1,1
017010038,44,39,4,69,14,3,18,5,2,1,2,2,1,7
087002005,31,12,0,14,2,0,8,1,0,1,1,0,1,2
067188001,39,9,6,12,3,7,8,2,1,1,1,0,0,3
067188013/067188009,30,14,4,26,3,1,12,0,1,1,1,0,3,3
247102014/247102015,16,18,2,13,1,1,2,1,1,0,1,1,0,0
047106013,16,8,4,19,0,0,2,2,0,1,0,1,2,14
187079005,48,22,5,32,7,2,6,2,3,0,2,1,2,6
047259003,15,15,5,17,7,1,7,1,1,0,0,0,0,0
228038002,43,16,5,16,7,3,20,1,2,0,1,1,2,5
228017006,25,10,8,52,11,3,13,0,0,1,1,0,0,7
228014002,23,32,2,24,6,0,5,0,2,0,1,0,1,1
217041003,36,14,4,12,4,2,13,0,1,0,2,1,6,4
228017008,15,13,7,42,8,0,14,0,3,0,1,0,0,8
227090018,28,26,3,36,5,1,6,1,2,0,4,1,4,3
228017003,29,10,1,24,6,3,22,0,3,0,2,2,1,6
228021004,42,14,2,15,5,4,11,1,2,0,3,2,2,5
228036003,21,32,3,20,3,0,7,2,0,0,1,0,2,10
227033003/02,36,13,5,22,6,1,3,1,0,0,1,1,0,0
217176013,51,5,8,10,4,0,5,0,0,0,0,0,5,15
087071017,9,5,2,48,9,1,9,1,2,0,1,4,2,8
087071016,10,11,9,51,6,3,7,3,5,0,5,3,0,8
087071014,8,11,4,41,4,2,4,2,6,0,0,3,2,9
087071002,9,14,3,76,6,2,5,1,7,0,0,0,1,5
087023043,5,8,3,44,4,1,4,2,3,0,1,4,2,2
187013008,25,7,2,38,4,3,21,1,0,1,4,1,5,5
067017006,17,17,2,17,4,1,8,0,0,0,0,2,1,3
067017019,21,3,3,10,0,0,8,2,1,0,1,0,1,1
187087038,16,19,3,18,0,0,3,0,0,0,2,0,0,2
237004028,21,8,1,12,2,1,3,1,2,0,1,1,1,6
237075008,16,18,6,43,8,1,9,2,4,0,0,1,2,2
237004009,17,3,0,3,1,0,0,0,1,0,0,0,1,30
037059007/037059009,32,16,7,32,4,1,6,1,3,0,1,0,4,9
017021002,22,12,8,31,4,2,5,2,0,1,0,1,2,9
067072001,12,15,9,62,11,3,6,1,2,0,3,1,0,2
187069002/187069008,8,4,6,32,12,1,9,1,0,0,2,1,0,0
047071004/01,11,18,1,35,9,3,20,0,1,0,1,1,1,1
047303006,27,25,5,16,1,1,2,1,5,0,0,1,2,2
047072002,13,16,5,20,2,2,6,0,1,0,0,1,1,1
247081002,25,10,2,17,5,2,11,2,3,0,1,1,3,0
187013004,43,11,13,20,6,2,12,1,2,0,0,0,6,5
047278009,21,16,2,36,4,3,7,0,3,1,0,3,0,0
087062003,10,19,3,89,2,0,5,4,1,1,1,0,1,1
227067004,30,14,5,32,1,2,17,1,3,1,1,3,1,0
097038001,10,8,4,24,6,1,4,1,3,0,0,0,0,0
187050004,39,17,4,15,7,2,18,2,2,1,3,4,5,1
067074004,15,9,1,18,3,1,6,0,2,0,1,3,4,0
067074009,22,15,0,16,6,2,6,2,2,0,0,2,2,2
097101008,15,15,2,35,3,0,10,1,0,0,0,0,3,3
268134004,29,20,8,29,2,1,5,3,2,0,0,0,2,14
