sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
137004003,16,15,3,30,2,0,8,0,0,0,1,0,2,0
137040001,9,12,2,26,3,2,4,1,1,0,0,0,1,0
027044002,23,18,3,24,1,1,3,0,2,0,1,3,1,0
027090002,12,25,1,40,3,1,6,0,0,0,1,5,0,0
177061002,14,8,3,34,5,0,8,1,0,1,1,1,0,1
177041004,39,27,2,55,7,3,12,3,3,0,1,2,2,0
177041003,24,9,1,9,4,1,11,0,0,0,1,1,3,0
177064001,13,15,1,42,0,0,6,2,2,0,0,0,3,1
047295007/047295008,16,24,3,32,3,0,3,2,3,0,1,0,3,1
047042010,39,18,4,26,4,5,11,2,2,0,1,0,2,2
127061001,25,9,2,11,2,1,3,1,0,0,0,0,2,3
047129006,16,14,0,27,6,2,3,1,3,0,1,2,1,0
077129006,14,4,4,15,9,3,8,0,1,0,0,0,1,0
177068003,33,17,0,51,8,5,5,1,4,0,0,2,3,0
177047001,26,13,4,28,2,1,3,2,3,0,0,1,1,2
177070001,21,14,1,33,3,0,8,0,0,0,1,3,2,0
177025002,13,12,2,30,1,0,3,1,1,1,1,0,2,0
177019002,24,35,3,53,9,4,12,1,4,0,3,2,0,0
147012003,16,20,1,35,3,1,4,1,1,0,1,0,1,1
177062003,10,11,2,41,1,1,5,0,1,0,1,1,1,1
047177002,19,18,6,46,2,4,4,1,1,1,1,2,3,2
047221014,9,17,4,32,2,1,7,1,3,0,1,2,2,1
047221011,17,9,1,14,0,0,3,0,1,0,0,0,0,1
077127002,6,10,1,12,2,0,2,0,1,0,0,0,0,0
117030002,9,16,0,27,4,4,3,1,0,0,0,0,0,1
177043001,20,19,2,33,4,3,7,1,4,0,2,3,2,1
177045002,11,8,3,41,5,3,7,1,3,0,1,1,1,4
167078030,8,11,1,35,2,0,8,0,4,1,0,2,1,1
137007002,16,14,3,32,4,2,6,2,3,0,0,1,4,5
027078002,19,17,6,32,1,1,2,0,3,0,1,0,3,3
267094006,8,16,2,33,3,2,4,2,2,0,0,2,1,1
077089016,18,8,4,12,5,1,5,1,1,0,1,0,1,4
237036001,24,20,1,34,1,2,6,0,2,0,0,0,2,3
167003006,21,26,7,35,4,1,8,2,3,0,0,4,0,3
147030001,33,28,5,62,3,2,4,0,4,1,1,0,1,2
077033001,10,13,5,46,2,0,2,3,2,0,1,0,1,0
147036002,21,28,2,45,2,2,5,1,3,1,1,3,1,4
147025025,14,35,2,27,4,6,4,3,4,0,2,1,0,1
167017007,16,14,1,30,2,2,7,1,2,0,0,3,4,0
167035003/167035004,25,28,1,51,5,1,3,2,3,0,0,1,2,3
057059002/057059004,22,12,0,17,9,1,14,0,1,0,1,0,0,1
127115008/127115007,44,16,12,45,17,0,17,5,5,0,7,1,5,9
127108001,20,13,4,13,4,1,8,0,1,1,0,0,0,3
167050004,18,26,3,37,3,3,2,1,5,0,1,7,2,4
167053004,19,14,4,23,4,1,4,0,3,0,1,0,0,2
057138001,23,14,3,18,1,1,3,2,0,0,0,0,0,1
057104001/057104002,19,11,1,18,1,1,5,0,0,0,1,0,2,0
057108003,23,8,0,25,1,2,6,0,0,0,1,0,0,1
077003002,17,21,6,39,6,5,4,1,2,0,2,1,2,3
077160024,19,9,1,35,1,3,3,1,1,0,2,0,0,2
127123002,58,28,5,42,10,2,14,4,5,1,3,3,11,11
167002006,24,26,3,35,3,1,4,1,2,0,2,2,1,1
167041005,12,17,2,30,0,1,5,1,3,0,2,3,1,4
167071005,11,19,1,40,4,0,4,1,3,0,0,1,1,1
057115003,12,10,1,12,1,0,7,0,0,0,1,0,0,1
127005002,41,40,8,39,1,1,5,3,1,0,2,0,6,6
027022004,13,12,2,24,0,0,3,1,2,0,0,2,4,0
027070003,28,16,1,22,1,0,1,1,0,1,1,0,0,1
057133004,12,10,2,12,2,1,2,0,1,0,1,0,0,1
057002004/057002010,28,19,3,34,9,1,8,0,1,0,1,0,2,1
057002008/057002005,20,19,4,41,4,2,6,2,1,0,1,2,2,7
057119005,18,9,0,29,2,1,4,0,1,0,1,1,3,2
057041002,24,15,3,37,0,2,5,0,0,0,0,3,0,2
127018001,35,20,6,47,1,2,12,1,4,0,0,0,4,3
027072001,10,21,1,41,4,2,10,0,0,0,0,0,1,1
027024004,28,24,4,44,6,1,2,2,4,0,2,4,6,2
057062003,13,11,5,47,2,2,4,1,3,0,0,3,1,0
057113005/057113006,9,13,2,51,2,1,6,1,0,0,1,1,1,3
127018038,22,15,8,50,5,1,9,5,3,1,0,1,2,0
027073002,19,28,2,55,4,0,11,1,4,0,2,2,2,4
027073003,20,20,4,71,7,3,12,1,4,0,0,1,5,0
167014002,18,14,1,29,3,2,5,3,2,1,2,2,2,1
057021004,22,19,0,25,2,1,6,2,0,0,4,2,4,2
057010002,17,15,6,29,3,0,5,1,3,1,2,2,2,0
037026010,18,17,2,43,5,1,2,0,0,0,1,1,2,0
147001008,16,18,2,43,4,0,4,2,4,1,0,0,1,3
027063010,31,11,3,26,2,2,8,0,2,0,0,1,1,4
177027001,22,14,2,41,3,2,4,1,6,0,2,2,3,2
057128002,23,18,1,43,11,1,6,1,0,0,0,1,1,0
037134002,19,8,5,27,7,4,12,1,1,0,2,2,3,7
037043001,11,26,1,36,0,1,1,1,3,0,0,0,0,3
057017012,13,24,2,43,1,0,7,0,3,0,0,1,1,2
057085002,24,11,1,14,1,0,1,0,1,0,0,0,2,4
057122001,21,30,0,49,1,1,2,1,3,0,1,3,1,0
047277006,7,19,0,65,2,2,5,3,4,0,0,1,0,1
127026010,20,0,0,1,0,0,1,1,0,0,0,0,0,50
127027006,21,5,9,10,1,2,0,2,0,0,0,0,0,28
207069001,12,7,2,17,3,1,4,0,0,0,1,1,1,0
117063011,20,13,4,16,5,2,5,0,0,0,0,0,0,3
117069001,19,9,1,11,1,0,3,0,0,0,0,1,1,0
077035001,20,13,0,19,0,2,5,0,0,0,0,0,0,2
077082007,13,14,1,17,6,1,7,0,0,0,0,0,0,2
047179003,32,27,4,36,3,1,8,1,1,0,0,0,2,2
017051006,30,22,0,13,9,1,8,2,0,0,0,0,2,4
097062005,38,4,4,6,2,0,4,0,1,0,0,1,3,13
107001009,20,7,4,23,9,4,11,0,2,0,1,1,2,2
107007002,40,29,6,60,7,2,17,4,2,0,2,0,4,2
217046007,22,8,3,33,13,3,31,1,4,2,0,2,2,10
217046004,49,11,2,19,3,2,18,3,0,1,2,3,6,5
097047005,23,15,3,21,1,3,7,1,2,1,3,1,2,2
017018003,21,15,7,55,20,3,8,0,4,1,2,5,2,3
017031004,46,9,4,18,1,1,16,2,3,1,1,1,2,4
017004001,8,12,4,35,8,2,13,0,4,0,1,1,0,7
217177009,38,7,3,3,2,0,5,2,2,0,1,0,1,2
017010007,21,8,14,26,3,0,14,7,2,2,1,0,5,15
247045041,27,9,3,16,15,4,26,2,0,1,0,1,5,3
217162032,33,12,1,20,10,4,10,0,1,0,2,0,1,2
107044003,20,7,0,16,6,2,13,2,1,2,2,2,2,2
107001012,25,14,1,15,2,1,19,2,4,0,1,3,1,1
087006004,19,14,1,12,1,0,2,3,2,0,0,2,4,1
167030012,20,19,6,74,6,1,11,0,3,1,1,1,2,4
197097008,10,12,0,19,1,0,1,0,0,0,0,0,0,0
067093001,25,18,6,18,5,0,14,1,3,0,1,0,1,3
157025004,18,15,2,23,8,4,8,2,2,1,2,1,0,8
087067015/03,14,14,6,41,11,1,6,5,2,0,1,0,0,0
047186006/02,15,18,6,62,6,1,16,0,3,0,2,1,2,2
087056005/02,14,10,0,29,0,2,4,0,1,0,1,2,2,1
067184015/01,16,26,16,26,8,3,5,2,1,0,1,0,0,7
167082006/03,12,9,15,43,8,1,2,2,1,0,0,0,0,3
057116002/01,28,18,1,7,3,2,3,3,0,0,0,0,0,2
087067015/01,7,5,5,42,6,1,6,1,2,0,0,2,1,2
107015001/01,12,24,4,37,2,3,9,1,3,0,0,2,2,2
167065067/01,13,6,3,45,8,1,24,0,1,0,2,1,2,2
127125003/01,26,27,2,35,5,3,8,1,4,0,1,1,0,0
267092026/03,7,13,4,66,4,2,1,3,1,0,0,0,3,3
057131005/02/057131009,36,26,2,26,4,1,18,2,2,0,2,2,2,2
267092026/01/267092026/267092050,13,21,10,58,7,1,6,2,4,0,0,2,2,1
267005004/01,2,2,1,27,3,4,9,8,6,0,4,3,2,3
267158009/03,11,13,2,47,12,1,20,1,5,0,3,2,0,6
167042005/01,4,7,2,41,4,0,6,1,5,0,3,0,3,3
267002043/03,7,16,4,51,3,2,3,0,2,0,0,1,1,0
147034005/02,26,4,1,15,13,1,35,0,3,0,2,0,0,2
268124001/02,20,9,2,23,4,0,17,1,1,0,0,1,2,2
047106006/01,1,1,2,26,9,0,22,1,1,0,1,1,2,3
267132001/05,6,5,3,41,7,0,2,1,0,0,0,2,1,2
127072001/02,29,13,7,26,6,1,15,0,2,0,0,0,6,2
147042013/02,26,35,3,15,2,0,11,1,2,0,1,1,1,2
267138001/03,31,15,24,22,12,0,42,3,0,0,0,0,1,14
067092001/02,22,13,0,26,1,3,2,2,3,0,0,1,2,0
057088001/01,14,12,2,28,6,2,7,0,1,0,2,0,0,3
157015008/02,17,9,8,32,7,0,11,0,1,0,2,0,1,1
267041011/02,17,19,26,62,5,2,7,4,1,1,0,3,5,21
268071024/06,1,12,3,66,9,1,3,1,5,0,1,2,0,12
087071028/02,20,13,12,35,10,2,14,2,1,0,1,0,3,4
047294008/01,18,1,3,25,8,3,16,0,1,1,1,0,1,2
087031001/01/087031001/087031007,6,15,3,31,0,3,0,0,2,0,1,1,0,5
107031002,16,24,2,42,4,2,4,1,2,1,3,1,4,1
107038001,11,16,2,41,2,2,4,1,3,0,0,2,1,0
047046002,14,13,2,13,6,2,6,2,2,1,1,0,1,7
047217003,20,19,6,33,2,0,3,1,3,1,0,1,5,2
047037003,16,18,3,31,4,2,3,1,2,0,1,0,1,0
047030001,23,14,7,21,1,0,4,2,2,0,0,1,1,1
217138002,15,16,1,31,5,3,1,0,0,0,0,3,0,0
227078001,16,12,0,35,2,0,3,1,4,0,0,1,1,3
187008001,23,19,2,58,7,4,7,3,4,0,1,0,5,1
087051001,15,8,2,35,5,0,1,0,1,0,0,2,2,5
087001011,14,13,3,26,2,1,3,1,1,0,1,0,1,1
087043001/087043002,25,19,6,59,11,5,12,3,3,0,0,4,2,9
087061002,18,22,5,55,7,4,10,3,2,0,2,2,3,6
087077001,21,20,1,42,6,0,8,4,1,0,1,4,3,9
047233002,24,23,2,48,7,0,13,0,2,0,0,2,5,4
047012002,19,23,2,36,1,1,5,1,4,0,0,0,1,6
127057001,22,27,9,46,7,2,4,1,3,1,2,2,2,2
247086001,17,19,5,36,7,1,11,0,8,1,0,3,3,2
217053001,33,17,2,25,6,2,6,0,1,0,0,0,6,1
047251001,22,17,4,24,3,1,8,1,1,0,1,1,3,0
077109003,16,23,2,41,4,0,5,0,1,0,0,0,2,2
217034001,24,17,5,44,6,4,9,0,3,0,0,1,3,0
217081003/217081002,34,48,5,59,8,4,8,1,4,0,2,0,1,5
217142002,27,22,2,37,3,3,6,2,2,0,1,1,0,2
077062001,19,14,1,22,5,0,6,1,2,0,0,0,2,3
047292001,22,12,2,19,5,0,0,1,1,0,1,0,1,2
037038001,19,19,3,35,2,1,3,1,3,0,0,2,3,0
127024002,17,15,3,28,1,2,7,1,1,0,0,3,1,2
217126001,20,20,7,47,5,1,8,4,4,0,0,2,1,2
217085002,17,14,2,29,2,2,5,1,2,0,2,1,0,2
107086001,21,22,4,64,4,5,9,0,4,0,1,4,2,0
127009002,23,15,3,39,4,6,0,0,3,0,1,0,2,1
127028002,18,16,1,13,4,0,5,0,2,0,0,0,1,1
217064001,27,17,2,33,6,2,9,2,1,1,0,0,4,1
217076002,5,20,2,28,2,0,4,2,0,0,0,1,1,0
157007001/157007005,11,10,0,17,0,2,8,0,2,0,0,1,1,2
157121001,23,14,0,11,1,1,3,1,2,0,2,2,0,2
127019001,24,20,3,37,3,4,9,2,1,0,0,2,1,2
127022001,24,22,3,41,3,2,6,1,6,0,0,0,3,3
127097001,19,21,2,42,2,1,5,1,4,0,1,2,1,0
127036006,14,28,3,31,3,2,10,1,4,0,2,4,1,2
037106001,26,18,0,31,2,1,3,1,1,0,1,0,1,5
217044001,26,20,6,61,0,4,6,1,2,0,0,0,0,5
097111001,16,12,4,31,0,2,3,2,5,0,1,3,2,0
157022001/157022002,21,14,2,18,1,2,6,2,3,0,2,1,2,1
117071001,26,17,4,25,4,0,6,1,1,1,0,0,4,5
117031001/117034001,23,16,4,18,1,1,3,0,0,0,0,1,3,1
117050003,21,13,3,19,3,2,3,1,1,0,0,1,1,0
037030001,6,10,3,40,1,0,5,0,0,0,0,2,0,0
127043002,21,16,4,23,0,2,4,2,3,0,1,1,1,1
037063001,24,20,5,38,4,1,6,0,1,0,0,2,0,1
037055001,28,29,4,46,4,1,7,2,0,1,0,0,0,2
107064001,23,19,1,36,4,1,9,1,1,1,2,2,3,3
097078001,12,8,3,25,2,3,2,0,0,0,0,1,0,1
097068003,22,13,3,21,2,1,6,2,1,1,2,0,2,0
097055001,5,14,4,29,2,2,3,0,1,0,0,3,2,1
097028001,32,21,4,52,8,3,12,5,4,0,0,3,0,8
057076001,18,6,0,20,1,2,6,0,0,0,0,1,0,3
057069001,15,13,1,24,1,1,4,0,1,0,0,1,1,8
037078001,39,19,2,52,6,1,5,2,6,0,0,1,2,1
247121001,15,23,1,37,2,3,7,4,5,0,3,0,0,0
247073002,27,28,7,80,10,3,9,2,2,0,3,3,0,4
247067004,15,14,3,28,2,0,3,1,0,0,1,5,1,2
047163001/047163004,15,7,0,7,2,0,2,1,0,0,0,0,0,3
047024004/047024007,13,12,0,18,5,0,5,2,1,0,2,0,0,2
037088001,39,20,6,48,2,1,7,2,1,0,1,1,2,2
097027001,24,24,3,39,8,1,7,0,2,1,3,0,4,4
017037001,18,15,3,68,3,1,2,0,2,0,1,3,0,3
037119001,7,12,2,11,0,0,2,1,0,0,0,0,1,1
107097001,21,25,3,48,3,6,9,1,6,1,3,2,2,0
257056001,10,9,3,19,0,1,2,1,1,0,2,3,3,3
017040001/017040002,27,27,4,52,2,1,7,2,6,0,2,1,2,2
017028001,9,24,3,57,4,1,8,0,5,0,2,3,2,1
047113001,13,14,3,34,4,4,8,0,0,0,0,1,1,7
047283001,31,22,2,40,4,1,12,5,3,0,0,3,3,5
047112001,18,11,0,43,1,1,3,0,2,0,1,0,0,0
077075001,13,12,4,22,4,1,3,1,1,0,1,0,1,1
037121001/037121002,27,17,8,22,3,0,7,1,3,3,1,0,1,4
067046001,13,5,1,15,0,1,3,0,2,0,0,1,1,0
067052002,17,12,2,36,3,0,3,0,1,0,1,2,1,0
037054001,20,17,5,23,4,4,5,0,1,1,0,2,1,0
187082001,30,11,5,22,5,2,4,2,2,0,0,1,1,1
217050001,18,13,1,23,3,3,5,1,1,0,1,0,1,2
217050002,16,20,5,36,7,3,5,0,3,0,0,2,3,0
217075001,19,11,2,24,4,0,2,3,3,0,0,2,0,1
067158001,14,17,4,68,2,1,6,0,0,0,2,2,2,1
067142001,21,18,1,29,4,1,6,0,1,0,3,0,1,1
187039001,15,18,3,29,1,2,3,0,2,0,1,0,4,0
077022001,24,13,1,17,4,1,0,0,2,0,0,0,2,3
077032001,21,11,2,17,3,1,4,0,0,1,1,1,2,2
077054004,23,17,3,31,10,0,6,1,1,0,0,0,5,0
077103004,18,9,3,23,1,2,7,2,1,0,0,3,3,1
047150002,33,11,4,32,2,1,5,0,0,0,0,2,2,0
047240001,10,18,3,45,8,1,6,0,2,0,0,2,1,1
187012002,20,13,3,23,3,1,4,0,1,0,0,0,2,0
187085001,8,6,2,14,0,2,2,0,2,0,0,0,0,0
107065001,8,18,4,35,9,3,5,0,2,1,0,3,8,0
077004004,13,23,1,44,5,3,4,0,3,0,2,3,4,1
227022001,22,20,4,29,5,1,4,1,2,0,1,0,0,3
047195002,13,20,3,61,1,1,1,0,5,0,1,2,3,0
047122001,33,25,3,53,6,2,9,0,3,0,1,3,3,3
227044001,19,15,3,22,4,1,6,3,2,1,0,0,1,0
047307001,32,28,3,45,5,3,2,0,3,0,0,0,1,1
067151001,19,23,2,32,6,2,3,1,3,0,1,1,1,2
067124002,16,18,2,33,3,0,6,2,2,0,0,2,3,2
067095001,19,20,2,22,1,0,3,3,3,0,1,0,2,1
197056001,37,13,1,31,2,0,6,2,0,0,2,0,1,1
047114001,21,21,0,28,3,0,8,1,3,0,0,1,3,3
047191001,37,20,6,41,6,1,7,4,1,0,0,0,3,2
217024001,9,9,1,23,2,1,3,0,2,1,0,1,1,0
227034001,21,22,2,50,2,2,4,1,4,1,0,2,3,4
187019003,33,23,4,41,7,3,7,3,1,0,2,3,6,2
187080002,10,28,2,41,1,5,8,3,2,1,1,3,3,0
187051001,24,16,10,41,7,1,6,2,2,0,0,1,0,0
047153001,20,13,3,54,3,2,6,0,4,0,0,3,2,0
077135001,24,16,1,38,3,2,8,1,4,0,1,1,1,1
047118001,20,10,2,33,3,0,3,0,0,0,0,0,2,0
047044001,21,20,2,30,7,1,2,0,1,0,1,0,2,0
068014003,37,4,8,9,0,0,2,1,0,2,1,1,2,27
037026003,43,27,5,24,8,0,17,4,0,1,3,0,5,0
127116015,36,11,5,22,4,0,12,1,0,0,0,0,0,6
067197002,27,5,4,27,6,0,9,0,2,0,1,3,0,2
037045003,23,13,6,51,10,1,10,1,7,2,1,0,1,0
037051003,27,15,5,6,1,1,11,3,0,0,0,1,3,1
128005009,17,13,4,25,5,0,4,1,0,0,1,0,0,6
067170027,32,8,3,18,2,1,8,1,1,1,1,1,2,14
127026025,22,12,1,23,3,1,3,2,0,0,2,0,2,37
128019006,26,16,4,29,6,5,22,3,1,0,7,5,2,2
037057056,17,18,4,47,6,1,6,0,1,1,0,0,0,4
128001008,12,20,2,59,2,3,15,2,2,2,2,2,1,1
068003052,16,7,0,25,4,1,2,2,2,0,2,0,0,13
267151006,37,27,8,31,2,3,12,5,3,0,3,4,12,0
247039004,26,15,2,16,4,2,7,2,5,0,0,0,1,2
237068001,33,14,2,22,1,0,13,2,2,0,3,4,4,3
087089002,14,14,5,56,6,1,15,2,3,1,1,1,2,4
087066041,12,5,11,38,7,1,13,6,3,0,2,2,3,11
087071056,17,18,1,63,3,2,8,1,8,0,4,1,3,10
267053028,33,21,2,37,7,2,3,3,2,0,1,5,2,2
087071012,31,8,6,49,5,2,8,3,1,0,3,0,0,5
267048004,20,15,4,27,7,3,3,1,1,3,3,1,1,4
087025019,16,12,12,35,5,2,21,5,1,0,0,1,1,3
247053006,26,9,3,19,5,0,7,1,0,0,0,3,0,3
257051047,11,5,1,36,4,0,18,0,2,1,0,3,0,3
187068001,8,6,3,19,1,5,3,0,0,0,3,1,2,1
187005002,12,18,7,35,7,1,8,2,5,0,0,1,4,0
187063002,19,16,3,35,0,0,2,1,4,0,1,0,2,0
067090002,16,14,5,30,5,0,7,1,1,1,0,3,2,2
067203002,21,18,6,39,7,1,9,2,3,0,3,1,0,6
067203004,20,20,6,54,2,2,8,2,1,1,3,1,2,13
067097006/067097003,20,20,4,26,2,4,6,0,2,0,1,2,1,3
237078001,10,11,4,25,1,3,7,0,3,0,1,0,1,1
137041002,13,16,2,23,3,2,3,0,2,1,0,0,2,1
237062001,22,24,5,49,5,0,6,2,4,0,2,1,3,1
057056003,17,10,1,24,2,2,2,2,1,0,0,0,0,0
057073003,25,20,1,42,6,2,11,1,5,0,0,2,2,0
127030001,16,9,1,34,4,0,2,0,1,0,0,0,3,2
068012001/068012002,24,14,2,32,0,2,2,1,3,0,1,0,2,5
067184018,12,9,1,23,1,0,0,0,2,0,1,1,1,2
067047008,20,28,4,62,1,2,9,2,3,1,0,2,3,0
137016003,16,21,3,29,3,2,4,2,1,0,1,1,0,2
137004001,20,15,3,29,1,0,7,0,2,0,1,1,1,7
077074003,20,8,1,12,0,3,6,0,1,0,0,0,1,0
047241002/047241003/047241004,14,11,1,13,0,1,3,1,0,0,1,1,0,0
047313003/047313002,29,33,3,25,1,1,3,0,3,0,1,0,1,0
047050002/047050003/047050004,21,10,2,12,4,0,2,1,1,0,1,0,0,0
047188004,23,13,0,17,1,0,1,0,1,0,0,0,0,2
237041001,34,24,3,64,5,2,6,2,2,2,0,2,2,0
087017001,21,20,2,41,1,2,6,2,3,0,2,3,1,6
047148001,22,16,2,18,2,0,3,0,0,0,0,1,0,2
047147002,14,11,2,16,3,0,3,0,0,0,0,3,4,0
047204002,15,13,1,21,3,4,2,2,1,0,0,1,1,0
047060004,14,11,6,27,3,1,4,0,1,0,0,4,2,4
077090003,13,14,1,23,4,1,3,2,1,0,0,2,5,2
077024001,19,15,3,28,3,0,1,0,1,0,1,2,0,0
087007001,28,20,3,43,3,4,5,2,3,1,0,1,4,5
247004004,20,13,7,8,1,0,3,0,0,1,0,1,0,4
247002001/247002003,24,18,3,30,3,2,3,0,3,0,3,1,1,2
137027001,30,17,1,54,1,1,9,3,5,0,0,0,2,2
117073001,36,17,4,33,2,0,6,2,1,0,0,0,0,6
047293005,34,16,1,22,1,2,1,1,1,1,0,0,1,1
047293003,17,18,1,27,3,0,3,0,1,0,1,0,3,2
077093001,13,10,3,15,9,1,4,0,0,0,0,1,1,0
077069001,21,17,1,47,4,5,6,1,4,0,0,2,1,0
257003003,18,18,8,41,2,0,7,2,0,1,0,0,3,1
257075001,22,21,3,47,5,1,6,0,6,0,1,1,2,1
257019001,12,23,6,48,5,0,5,4,4,1,2,4,4,1
047220001,18,9,0,32,3,4,4,0,1,0,0,1,3,2
047088001,18,14,4,34,4,0,5,3,1,0,2,1,2,2
077109002,15,14,1,30,3,1,6,0,1,0,1,1,2,1
257054002,15,16,1,25,5,4,7,1,1,0,3,3,0,3
267107002/267112005,26,20,2,30,8,2,7,3,4,0,4,4,4,2
267066001,15,15,1,28,3,0,3,1,2,1,1,6,4,6
067029002,37,4,4,6,2,0,6,0,1,0,0,1,1,11
237044002,17,16,5,22,4,2,4,1,1,2,1,0,0,4
167049001,19,16,2,34,3,0,8,0,1,0,0,1,1,1
167063002,27,15,3,23,2,2,3,0,2,0,1,0,3,2
167044001,18,28,6,56,5,1,7,2,3,0,0,3,2,0
167033001,38,24,5,51,10,5,5,1,8,0,0,1,2,5
047112002,18,15,4,33,1,0,5,1,0,0,1,0,2,2
047045001,26,11,6,60,7,2,3,2,2,1,1,2,0,2
047015002,18,16,3,46,4,0,11,2,2,0,0,1,3,1
037052002,28,13,3,19,6,2,4,0,1,1,0,1,2,1
067161001,11,10,2,8,1,1,3,1,0,0,0,0,1,0
067193001,9,5,0,10,0,0,3,0,0,0,1,2,0,1
067064001,34,19,2,19,7,0,9,0,1,0,0,2,1,2
157019001,16,10,1,11,3,0,1,0,1,0,0,0,3,2
027050001,28,21,5,42,4,2,9,2,3,0,1,0,0,1
027033001,25,13,6,55,4,2,5,0,6,0,0,0,3,1
047031001,18,14,1,31,2,1,2,0,0,0,0,0,1,0
047221012,17,14,1,30,4,0,6,2,2,0,1,4,1,2
047120001,11,16,4,53,5,1,5,1,2,0,3,3,1,2
077075007,14,11,0,13,0,0,2,1,0,0,0,0,0,1
077153001/077153002,17,9,3,5,1,1,5,0,0,0,0,0,0,3
077061002/077061006,16,17,4,14,3,0,0,0,0,0,0,0,0,1
127007004,23,12,1,26,2,1,1,0,1,0,1,0,4,0
157127003/157127004,23,19,2,33,3,1,8,2,2,1,1,2,1,1
067119001,24,17,2,57,4,2,9,1,2,0,0,1,1,2
067211001,26,22,2,38,2,2,5,3,7,0,1,2,0,4
027065001,14,13,1,40,1,1,7,1,3,0,0,1,1,3
027065002,20,12,2,35,0,1,4,0,1,0,0,0,0,0
147010001,23,20,6,53,7,2,3,2,7,0,0,2,3,0
167001001,19,13,2,30,1,0,6,1,3,1,1,3,2,3
177044003,17,16,5,33,5,0,1,1,2,1,1,1,1,2
177038002,15,15,3,40,5,1,6,0,1,0,0,0,0,0
077022002,11,10,0,16,1,1,5,1,1,0,0,0,3,3
077040002,11,7,0,13,2,0,5,0,0,0,0,1,1,1
077106001,12,14,6,31,4,0,7,1,1,0,0,2,2,0
127080004,21,38,2,31,4,0,5,1,2,0,1,0,2,0
127012001,14,15,4,30,6,1,3,0,2,0,0,0,1,2
067147002,6,8,1,30,3,2,2,0,1,0,0,1,3,1
157043002,21,15,6,29,1,1,5,1,2,0,0,2,0,1
157125003,12,19,2,25,0,2,3,0,1,0,1,1,0,0
067173003,26,14,0,32,3,0,5,0,3,0,0,2,2,0
067070001,28,16,4,54,6,3,6,0,1,0,0,1,5,0
177036001,18,12,3,33,4,1,12,1,3,0,1,3,0,4
197001001,20,12,1,15,0,0,0,0,0,0,0,2,1,1
117078002,22,12,0,10,3,1,2,1,0,0,0,0,2,1
077023002,26,29,0,46,5,3,7,0,2,1,4,1,1,1
127103001,15,22,3,22,3,0,6,1,2,0,0,2,1,2
127054001,22,16,5,37,2,3,3,1,2,0,5,0,2,0
197081003,28,14,3,22,3,1,5,2,0,0,0,0,1,0
157117002,16,22,1,46,2,3,12,1,0,0,0,1,1,1
157089001,8,15,3,35,2,1,3,1,1,0,1,0,2,1
207037003,13,27,4,36,0,4,6,2,1,0,0,1,3,1
117061001,24,15,0,30,2,2,2,0,0,1,0,0,5,0
027010001,27,18,2,34,1,1,6,1,1,1,0,2,1,0
117044001,24,19,2,40,5,2,4,0,1,0,0,1,2,1
127097002,14,8,2,27,3,1,5,1,4,0,0,1,2,0
127069002,14,12,2,34,2,1,6,2,0,0,5,7,0,1
157035003,21,23,0,38,2,2,4,0,0,0,1,0,6,1
157002001,16,9,1,22,1,0,2,0,0,0,0,0,0,1
157058003,11,20,2,12,0,0,1,0,2,0,0,0,3,0
057013007,25,21,5,31,4,1,8,0,0,0,0,0,2,0
027076002,33,15,5,23,1,0,9,0,1,0,1,0,1,1
077004001,20,20,3,33,2,3,5,0,1,0,0,0,2,0
037114001,25,16,2,36,0,1,3,1,2,0,0,1,3,0
037082003,13,8,1,21,1,3,2,0,1,0,0,1,1,3
197004003,28,13,1,29,7,4,6,3,1,0,0,0,1,0
157088006,11,21,2,16,3,1,4,0,0,0,0,1,0,0
157073002,25,12,2,16,0,1,2,0,3,0,0,2,3,3
047317002,28,19,3,35,2,0,6,0,2,0,0,1,3,4
047242002,26,26,4,36,1,0,1,0,0,1,1,0,4,4
037147001,20,21,1,51,2,1,6,0,3,0,1,1,3,3
207033001,28,17,3,20,1,0,2,0,3,0,0,0,2,1
207053001,11,17,1,18,1,1,4,0,0,0,0,0,1,0
157023001,19,8,1,12,0,1,5,0,1,0,1,0,0,0
157031003,19,13,1,18,2,3,2,1,2,0,0,1,0,1
157110001/157110002,20,13,2,17,2,3,7,0,1,0,0,0,4,2
167074001,11,16,6,46,7,0,2,0,2,1,0,1,0,1
167028002,16,17,4,54,7,1,7,3,10,1,2,2,2,8
167034001,12,19,5,41,5,0,1,0,4,0,1,3,2,3
147035012,24,28,4,75,6,1,4,2,10,0,2,3,1,1
147016001,25,28,6,69,3,5,15,0,2,1,2,3,4,2
047263003,14,12,5,35,4,2,3,0,0,0,0,3,4,2
047007004,16,25,4,70,1,2,8,0,5,0,0,5,3,5
047067002,14,18,4,56,2,0,11,2,2,1,3,0,1,0
047142005,11,20,2,51,4,0,7,1,8,0,0,1,3,3
037103003,10,14,1,38,4,0,6,1,0,0,1,0,4,1
217092001,27,21,1,64,3,2,6,2,4,0,0,1,2,0
037109001,33,18,3,44,4,1,12,1,3,0,0,0,1,2
