sa_2015_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
SA2017_047012001,16,12,2,25,0,2,3,0,0,0,1,1,0,0
SA2017_047012002,21,20,3,39,1,1,1,1,1,0,0,0,1,1
SA2017_047013001,30,18,4,47,6,4,11,1,2,1,0,1,3,0
SA2017_047014001,34,17,5,47,4,0,8,0,4,0,1,1,0,1
SA2017_047015001,17,10,3,35,1,0,3,0,1,1,1,0,4,1
SA2017_047015002,16,15,5,39,2,0,5,1,4,0,1,1,4,2
SA2017_047016001,23,7,10,53,4,4,5,0,2,0,1,0,3,5
SA2017_047016002,13,18,8,70,3,1,9,0,4,2,2,3,2,5
SA2017_047016003,11,9,2,53,1,0,11,0,1,2,0,0,2,3
SA2017_047016004,16,5,6,31,2,0,6,0,1,0,1,0,3,9
SA2017_047016005,42,23,1,34,3,4,9,1,0,0,0,7,3,2
SA2017_047016006,27,19,7,53,7,4,10,0,7,0,0,2,1,6
SA2017_047016007,16,16,3,31,1,1,12,1,1,0,2,4,1,3
SA2017_047016008,21,7,6,66,5,0,7,2,3,0,1,0,1,4
SA2017_047016009,4,14,0,60,1,0,6,1,2,0,0,0,0,1
SA2017_047016010,22,7,7,29,4,1,3,1,3,0,0,1,1,4
SA2017_047016011,16,8,3,26,7,0,4,1,3,1,2,1,1,11
SA2017_047016012,16,20,3,25,0,2,2,2,0,0,0,0,2,0
SA2017_047016013,15,21,1,57,0,3,8,2,4,1,0,0,2,3
SA2017_047016014,10,29,1,58,0,1,7,1,2,0,0,0,2,3
SA2017_047016015,27,15,0,33,3,2,4,1,2,0,1,0,3,3
SA2017_047016016,12,21,3,63,3,0,5,0,3,0,0,0,1,4
SA2017_047016017,19,14,1,31,3,2,10,2,3,0,1,1,2,1
SA2017_047016018,15,19,1,29,1,1,4,0,0,0,2,0,0,0
SA2017_047016019,15,17,1,32,2,1,11,1,1,0,0,0,3,4
SA2017_047016020,21,15,4,43,2,2,14,1,3,0,2,2,2,4
SA2017_047016021,12,25,1,23,0,2,6,1,0,0,1,3,0,1
SA2017_047016022,11,22,0,33,1,2,6,1,1,0,0,0,1,2
SA2017_047016023,20,26,2,25,0,1,8,1,1,0,1,2,0,1
SA2017_047016024,21,16,2,34,3,4,13,1,3,0,2,2,2,2
SA2017_047016025,15,28,2,39,1,2,7,2,2,0,1,3,1,1
SA2017_047016026,24,17,6,30,4,1,5,2,3,0,1,2,1,3
SA2017_047016027,22,14,3,38,3,1,8,0,5,0,1,1,2,1
SA2017_047016028,25,18,6,36,2,1,12,0,6,0,2,1,0,1
SA2017_047016029,11,10,0,36,2,0,4,3,3,0,1,1,2,1
SA2017_047016030,12,18,1,37,0,1,3,2,4,0,0,2,0,3
SA2017_047016031,23,22,5,43,3,1,10,1,2,0,0,1,2,1
SA2017_047016032,12,21,2,49,1,2,7,1,2,1,2,1,1,1
SA2017_047016033,17,30,2,38,6,0,3,0,1,0,0,2,2,2
SA2017_047016034,14,4,3,20,6,2,20,1,1,0,4,0,1,4
SA2017_047016035,11,6,2,14,8,3,13,1,4,0,3,1,2,2
SA2017_047016036,12,6,3,37,2,0,4,2,1,0,1,0,0,5
SA2017_047016037,18,8,7,27,3,1,2,1,1,0,2,0,2,7
SA2017_047016038,17,13,8,26,6,1,11,0,1,0,0,0,1,6
SA2017_047016039,29,13,8,51,9,0,12,2,2,0,2,3,4,5
SA2017_047016040,20,22,3,26,1,0,4,1,1,0,1,2,1,2
SA2017_047016041,19,17,2,33,3,1,7,2,2,0,2,2,1,2
SA2017_047016042,17,14,5,32,5,2,13,0,0,0,2,0,0,0
SA2017_047016043,23,17,6,31,5,0,13,2,4,0,1,2,3,2
SA2017_047016044,16,11,6,32,6,1,10,1,1,1,0,0,3,6
SA2017_047016045,12,9,2,40,1,1,8,0,4,0,1,0,1,2
SA2017_047016046,29,10,1,39,11,0,23,1,3,0,1,1,2,3
SA2017_047016047,20,20,5,52,11,2,2,1,0,0,1,2,5,8
SA2017_047016048,17,8,5,16,10,0,7,1,2,0,1,0,1,5
SA2017_047016049,15,4,7,20,4,0,5,0,2,0,0,0,2,4
SA2017_047016050,15,16,0,48,0,1,6,0,2,0,0,0,4,0
SA2017_047016051,11,5,2,26,7,1,17,0,1,1,1,0,1,0
SA2017_047016052,5,14,0,49,0,1,2,0,3,0,0,1,1,0
SA2017_047016053,11,13,2,44,9,0,10,0,1,1,1,2,1,5
SA2017_047016054,10,20,4,60,3,0,5,0,2,0,1,2,2,2
SA2017_047016055,13,19,8,39,6,2,5,0,1,0,1,2,1,1
SA2017_047016056,18,22,1,19,3,2,5,0,0,1,2,2,2,0
SA2017_047016057,18,25,1,47,1,3,7,1,2,1,1,4,1,0
SA2017_047016058,24,8,5,18,9,1,9,0,0,0,2,0,2,3
SA2017_047016059,17,5,15,21,2,0,4,1,0,0,1,0,5,3
SA2017_047016060,16,11,7,16,3,2,3,1,0,0,0,3,2,5
SA2017_047016061,8,16,3,20,8,0,6,0,0,0,1,0,2,4
SA2017_047016062,23,8,5,11,2,0,8,1,0,0,1,1,3,4
SA2017_047016063,33,16,2,23,7,5,24,1,4,0,1,8,6,9
SA2017_047016064,10,30,3,88,2,3,2,1,7,0,3,3,1,0
SA2017_047016065,16,7,6,45,17,2,43,1,1,0,2,1,0,4
SA2017_047016066,13,7,6,21,6,2,9,0,1,0,1,1,3,6
SA2017_047017001,8,15,4,26,2,3,5,0,2,0,1,0,2,2
SA2017_047017002,15,11,4,33,3,0,6,0,3,0,1,1,0,0
SA2017_047017003,12,11,1,35,3,0,3,1,2,1,0,1,2,1
SA2017_047018001,21,13,5,41,0,0,2,1,4,0,1,0,1,2
SA2017_047018002,27,10,1,17,3,0,8,1,2,0,1,1,1,2
SA2017_047018003,15,12,3,22,1,0,12,0,3,0,0,0,0,1
SA2017_047019001,16,17,4,27,0,0,1,0,1,0,1,0,0,0
SA2017_047019002,9,10,3,20,3,0,4,1,1,0,0,1,0,1
SA2017_047019003,13,8,0,31,0,0,3,0,2,0,0,0,2,1
SA2017_047020001,25,16,1,47,3,1,8,1,2,1,0,1,1,1
SA2017_047021001,25,14,2,12,2,1,3,2,2,0,0,1,0,2
SA2017_047021002,25,9,3,10,1,1,4,0,1,0,0,0,0,1
SA2017_047022001,13,20,4,35,0,2,1,0,1,0,0,1,1,0
SA2017_047022002,18,13,1,33,3,0,8,1,0,1,0,0,1,1
SA2017_047022003,11,19,1,38,3,1,4,0,1,0,0,1,1,0
SA2017_047023001,26,8,6,12,0,0,6,0,2,1,0,1,0,1
SA2017_047023002,21,16,5,33,2,1,3,1,2,0,0,0,2,1
SA2017_047023003,19,19,3,30,1,1,8,1,0,0,0,2,1,1
SA2017_047023004,17,7,3,24,2,0,3,0,0,0,2,2,0,3
SA2017_047023005,28,14,1,14,6,0,5,0,1,0,0,0,1,0
SA2017_047023006,23,22,2,16,2,3,4,1,3,0,0,0,0,0
SA2017_047023007,12,8,7,31,6,1,9,1,1,0,1,0,2,1
SA2017_047023008,19,8,2,33,4,1,4,3,3,0,0,0,3,0
SA2017_047024001,21,14,1,18,4,0,5,1,1,0,0,0,0,0
SA2017_047024002,8,11,2,15,1,0,2,1,0,0,0,0,0,2
SA2017_047024003,11,6,2,11,2,0,3,1,0,0,1,0,2,1
SA2017_047024004/047024007,25,23,3,23,5,1,6,0,2,0,1,0,1,1
SA2017_047024005,38,16,2,14,1,0,13,0,0,0,1,0,1,0
SA2017_047024006,24,6,4,5,3,0,6,0,0,0,0,0,2,0
SA2017_047025001,28,22,6,56,4,1,8,2,2,0,1,0,2,0
SA2017_047026001,28,14,6,56,6,3,6,0,0,0,0,0,2,0
SA2017_047027001,14,26,1,35,0,3,2,1,3,0,0,1,1,1
SA2017_047027002,14,23,1,42,3,4,6,3,2,0,1,0,3,2
SA2017_047027003,12,22,1,45,4,1,6,0,3,1,0,0,4,1
SA2017_047027004,20,5,7,74,9,1,12,0,4,0,1,0,2,1
SA2017_047027005,18,24,3,52,7,3,11,1,4,0,1,3,5,1
SA2017_047028001,21,27,0,31,0,0,5,1,1,0,0,0,2,1
SA2017_047028002,16,13,7,33,8,0,9,0,0,0,0,0,0,4
SA2017_047028003,20,6,9,33,2,1,5,2,3,0,0,1,0,3
SA2017_047028004,14,6,7,40,6,0,3,0,0,0,3,0,3,3
SA2017_047028005,13,13,1,57,3,0,4,0,2,0,2,1,2,0
SA2017_047028006,20,22,5,59,1,2,7,0,3,0,0,0,1,0
SA2017_047029001,28,15,4,37,2,1,6,0,3,0,1,1,1,0
SA2017_047030001,19,15,3,25,2,1,4,2,4,0,0,1,1,0
SA2017_047030002,18,5,3,34,2,1,7,0,2,0,0,0,0,0
SA2017_047030003,26,7,3,31,2,2,5,0,0,0,0,1,2,0
SA2017_047030004,21,12,0,29,6,0,7,0,1,0,2,1,0,0
SA2017_047031001,17,14,0,32,1,0,2,0,1,0,0,1,0,1
SA2017_047031002,13,14,9,24,3,0,2,1,1,0,2,0,0,0
SA2017_047032001,18,16,2,49,9,3,7,0,2,0,2,0,1,2
SA2017_047032002,14,15,1,40,4,3,2,3,3,0,1,1,0,0
SA2017_047032003,11,9,3,40,0,6,4,1,3,0,0,0,1,0
SA2017_047032004,21,16,6,51,9,0,7,2,0,0,2,0,0,3
SA2017_047033001,11,18,2,34,1,0,4,0,2,0,0,1,1,0
SA2017_047033002,11,16,6,35,3,1,8,1,1,0,0,1,2,0
SA2017_047033003,15,17,2,39,3,1,7,0,3,0,1,0,1,0
SA2017_047033004,17,20,2,41,2,0,4,2,4,1,0,1,1,1
SA2017_047033005,29,14,2,22,3,1,15,0,0,0,2,1,2,3
SA2017_047033006,28,11,3,39,7,1,7,1,3,0,1,1,2,5
SA2017_047033007,21,14,3,27,1,1,7,0,3,1,0,2,4,1
SA2017_047033008,32,11,2,41,4,0,6,1,3,0,1,0,2,4
SA2017_047033009,14,15,2,27,0,1,4,1,1,0,1,0,0,2
SA2017_047033010,35,21,4,23,11,3,19,0,1,1,2,2,5,1
SA2017_047033011,16,15,2,18,1,0,5,0,3,0,0,2,1,0
SA2017_047033012,27,10,5,9,4,1,10,2,0,0,1,1,3,0
SA2017_047033013,28,19,8,31,13,1,9,3,2,1,1,0,1,2
SA2017_047033014,14,9,2,37,7,1,10,1,3,0,0,0,0,0
SA2017_047033015,18,5,0,28,12,3,27,0,0,1,2,2,1,1
SA2017_047033016,17,18,5,40,3,1,7,1,4,0,2,1,3,3
SA2017_047033017,18,25,2,29,6,0,17,1,2,0,0,1,0,0
SA2017_047034001,34,16,3,24,4,1,13,1,0,1,0,1,4,0
SA2017_047034002,18,24,3,48,3,1,1,1,1,0,0,1,1,2
SA2017_047034003,17,15,2,28,3,1,8,0,1,0,1,0,2,2
SA2017_047035001,7,11,1,43,7,2,3,1,1,0,1,0,2,1
SA2017_047035002,13,10,6,60,3,0,8,0,2,0,0,1,4,2
SA2017_047035003,17,10,1,53,2,2,8,1,5,0,0,2,1,1
SA2017_047036001,25,17,1,66,2,1,10,0,6,0,0,2,7,0
SA2017_047037001,13,14,0,35,1,0,7,0,4,0,0,4,3,0
SA2017_047037002,12,15,0,29,2,0,5,0,3,0,0,0,0,0
SA2017_047037003,17,10,2,40,1,2,3,0,2,0,0,1,1,0
SA2017_047037004,23,15,2,44,2,2,2,0,3,0,0,1,2,0
SA2017_047038001,9,17,5,36,2,2,4,0,2,0,0,0,1,0
SA2017_047038002,24,7,1,32,1,2,11,0,1,0,0,0,1,0
SA2017_047038003,15,8,4,33,5,3,4,1,0,0,2,2,1,1
SA2017_047039001,22,21,4,50,3,1,9,2,3,0,0,0,3,1
SA2017_047040001,21,11,3,20,6,4,14,0,0,0,0,0,3,0
SA2017_047040002,21,21,2,51,1,3,9,4,2,0,0,1,3,0
SA2017_047040003,27,14,1,17,4,0,9,1,0,0,0,1,1,1
SA2017_047041005/047041001/047041004/047041002/047041003/047319001,96,82,12,142,14,6,20,2,5,1,4,0,11,4
SA2017_047042001,35,23,2,21,1,1,13,0,0,0,0,2,4,1
SA2017_047042002,68,7,5,4,2,0,5,0,0,0,0,0,3,1
SA2017_047042003,48,7,3,7,4,0,4,0,2,0,0,0,3,5
SA2017_047042004,31,2,0,5,0,1,5,0,1,0,0,0,1,2
SA2017_047042005,33,6,0,7,0,0,2,0,0,0,0,0,2,2
SA2017_047042006,31,10,7,13,4,2,5,2,0,0,0,0,0,2
SA2017_047042007,24,6,2,4,2,0,3,1,0,0,1,0,2,7
SA2017_047042008,21,19,2,19,1,0,0,0,0,0,0,0,1,1
SA2017_047042009,39,13,1,26,4,1,21,0,1,0,0,1,2,0
SA2017_047042010,40,14,2,38,1,2,12,0,1,0,0,1,1,1
SA2017_047042011,27,14,1,25,2,1,10,0,0,0,1,0,4,1
SA2017_047042012,20,13,1,17,3,0,16,0,1,0,0,0,2,3
SA2017_047042013,29,8,1,9,3,1,9,0,1,0,0,1,2,0
SA2017_047042014,32,22,3,30,9,0,21,0,3,0,0,0,4,1
SA2017_047042015,27,13,2,23,2,2,18,0,0,0,0,0,1,2
SA2017_047042016,15,4,1,30,2,1,7,1,4,0,0,1,1,3
SA2017_047043001,21,14,3,44,2,1,4,0,2,0,0,4,7,0
SA2017_047043002,28,20,0,27,1,1,1,0,2,0,0,0,2,0
SA2017_047044001,18,20,0,29,6,1,2,0,0,0,0,0,2,0
SA2017_047045001,25,11,3,56,9,0,8,0,3,0,0,1,2,0
SA2017_047046001,11,11,1,27,2,2,5,1,1,0,0,0,3,0
SA2017_047046002,10,11,3,22,3,1,4,0,1,1,0,0,0,1
SA2017_047047001,21,7,2,24,0,2,8,0,0,0,1,0,0,0
SA2017_047048001,20,14,0,18,4,2,2,0,2,0,1,2,1,1
SA2017_047048002,20,11,1,33,1,0,6,0,3,0,0,0,1,0
SA2017_047048003,22,11,3,14,1,1,3,1,1,0,0,0,0,3
SA2017_047049001,19,15,4,44,2,4,6,0,2,0,1,0,1,1
SA2017_047050001,11,7,1,4,1,0,2,1,0,0,0,0,1,1
SA2017_047050002/047050003/047050004,21,7,1,11,2,2,5,0,0,0,0,0,0,0
SA2017_047051001,20,26,2,46,2,0,4,0,0,1,0,0,0,1
SA2017_047052001/047052002,40,22,7,28,1,1,7,0,1,1,0,1,0,10
SA2017_047053001,12,14,0,40,2,1,4,0,2,0,3,1,3,1
SA2017_047053002,19,22,3,61,3,2,7,0,2,0,0,1,1,1
SA2017_047053003,21,13,3,52,2,1,4,0,2,0,1,2,1,0
SA2017_047054001,17,11,2,38,3,2,4,2,4,0,1,1,1,0
SA2017_047054002,21,17,4,47,7,2,8,1,3,0,0,0,2,0
SA2017_047054003,11,19,1,50,1,4,10,0,2,0,2,3,2,1
SA2017_047054004,18,8,13,48,6,0,7,2,1,0,1,1,5,3
SA2017_047054005,8,11,1,32,5,2,5,1,2,0,2,2,1,0
SA2017_047054006,8,9,1,27,7,1,14,0,1,0,1,2,0,0
SA2017_047054007,16,31,1,20,2,2,5,1,2,0,0,4,3,1
SA2017_047054008,11,16,4,53,4,0,12,4,2,0,1,2,2,0
SA2017_047054009,16,20,12,51,4,0,8,1,3,0,2,2,6,4
SA2017_047054010,17,12,1,12,6,2,21,1,0,0,1,2,3,1
SA2017_047054011,12,4,6,26,8,1,9,1,0,0,3,1,0,3
SA2017_047054012,9,9,2,28,8,2,10,0,0,0,2,2,0,3
SA2017_047054013,14,9,3,30,5,1,5,0,3,1,0,2,2,2
SA2017_047054014,27,9,5,58,5,2,9,0,1,0,0,0,1,3
SA2017_047054015,15,10,1,43,2,0,3,1,0,0,0,2,0,0
SA2017_047054016,14,8,2,52,4,2,3,0,1,0,1,1,2,0
SA2017_047054017,22,20,3,18,0,0,8,5,2,0,3,1,3,0
SA2017_047054018,17,27,2,29,2,3,3,1,2,0,2,0,0,4
SA2017_047054019,25,15,5,18,1,0,5,0,2,0,1,0,2,2
SA2017_047054020,23,15,3,15,2,1,4,1,1,0,1,0,3,1
SA2017_047054021,38,10,7,14,1,0,5,1,2,0,1,1,3,1
SA2017_047055001,20,12,1,26,0,0,4,0,2,0,1,0,3,0
SA2017_047055002,38,17,1,22,1,0,11,0,2,0,1,1,0,0
SA2017_047055003/047055004,31,16,1,32,3,1,7,4,0,0,2,0,3,2
SA2017_047056001,29,17,4,54,2,3,6,0,1,0,0,0,4,0
SA2017_047056002,15,10,3,48,4,3,6,4,4,0,0,0,0,1
SA2017_047057001,18,4,3,17,2,2,3,0,0,0,0,1,0,0
SA2017_047057002,15,11,0,24,0,1,2,1,2,0,1,0,2,1
SA2017_047057003,28,9,4,6,3,2,8,0,1,0,0,0,2,1
SA2017_047057004,19,7,1,17,4,2,8,1,1,0,0,0,1,0
SA2017_047058001,17,26,1,55,1,0,5,0,3,1,0,0,1,0
SA2017_047058002,19,20,5,40,3,2,4,0,3,0,0,3,5,1
SA2017_047059001/047059002/047059003,11,10,2,22,2,0,4,2,2,0,0,1,3,0
SA2017_047059004,24,17,0,33,1,1,3,0,3,0,0,0,2,0
SA2017_047060001,16,17,1,28,1,1,4,1,1,0,0,1,1,0
SA2017_047060002,20,6,3,28,3,5,4,2,6,0,0,0,2,0
SA2017_047060003,16,10,4,16,2,1,9,0,3,0,0,0,1,0
SA2017_047060004,18,8,1,33,2,2,3,0,1,0,1,0,0,1
SA2017_047060005,26,12,0,15,3,3,7,0,0,1,1,1,1,0
SA2017_047060006,23,11,1,15,1,0,5,1,3,0,0,2,2,0
SA2017_047060007,25,10,2,7,3,0,8,0,0,0,1,2,0,2
SA2017_047060008,31,20,3,8,1,2,12,0,1,0,0,0,2,3
SA2017_047060009,24,4,2,9,9,0,14,1,0,0,1,2,0,0
SA2017_047060010,32,10,2,14,3,5,12,1,2,0,0,0,2,0
SA2017_047061001,24,20,2,44,1,1,2,1,3,0,1,0,6,2
SA2017_047062001,26,14,3,37,0,3,7,0,2,0,1,2,4,0
SA2017_047062002,19,17,2,29,0,1,7,1,4,0,1,1,1,0
SA2017_047063001,27,22,4,33,4,2,8,2,0,0,1,1,2,0
SA2017_047063002,22,21,4,45,1,5,5,2,3,0,1,0,3,6
SA2017_047064001,7,15,1,31,1,0,4,0,2,0,0,0,1,2
SA2017_047064002,17,11,2,18,4,3,5,2,2,0,0,1,3,0
SA2017_047064003,9,17,7,35,2,1,3,0,1,0,0,0,1,1
SA2017_047064004,14,19,2,29,2,0,1,1,1,0,1,2,1,2
SA2017_047064005,15,7,2,68,3,1,3,0,2,0,1,0,0,2
SA2017_047064006,8,7,4,67,3,0,8,0,2,0,2,3,0,4
SA2017_047064007,18,9,1,35,6,2,26,1,1,0,2,5,1,1
SA2017_047064008,6,13,5,86,6,1,4,0,4,0,0,1,0,6
SA2017_047064009,13,7,1,41,9,1,7,0,3,0,0,1,1,5
SA2017_047064010,13,6,7,39,8,0,3,0,0,0,0,1,2,2
SA2017_047064011,19,27,1,42,2,2,9,3,4,0,0,1,0,0
SA2017_047064012,24,14,2,29,2,1,22,2,3,0,2,0,1,1
SA2017_047064013,11,20,1,42,4,1,6,0,4,0,0,3,2,3
SA2017_047064014/047064016,11,24,7,73,10,2,18,1,2,0,1,0,2,4
SA2017_047064015,14,3,14,42,4,1,10,2,2,0,0,1,3,6
SA2017_047064017,16,14,4,56,1,1,4,0,3,1,0,0,1,2
SA2017_047064018,9,10,6,57,2,0,5,0,1,1,0,0,0,1
SA2017_047064019,24,14,2,23,2,3,7,0,7,1,4,2,3,1
SA2017_047064020,16,23,1,31,2,0,4,2,5,0,1,1,0,4
SA2017_047064021,16,19,3,50,14,1,7,4,2,0,2,1,2,8
SA2017_047064022,11,16,2,26,2,0,5,1,1,1,1,3,0,0
SA2017_047064023,15,7,8,23,1,0,6,0,2,0,2,1,0,3
SA2017_047064024,7,24,2,34,0,0,8,1,2,0,1,1,2,0
SA2017_047064025,25,7,6,16,3,3,4,2,1,0,1,0,1,1
SA2017_047064026,4,6,1,60,0,0,3,0,1,0,0,0,0,0
SA2017_047064027,9,18,0,39,2,1,4,2,3,0,0,0,1,0
SA2017_047065001,21,12,4,26,3,2,3,0,2,0,0,0,2,1
SA2017_047065002,16,10,0,23,2,1,7,0,2,0,0,0,1,0
SA2017_047066001,33,12,4,44,5,1,5,2,3,0,0,1,6,2
SA2017_047067001,18,16,2,39,5,0,3,1,5,0,1,0,3,1
SA2017_047067002,19,14,3,49,2,1,7,1,1,0,0,2,0,1
SA2017_047068001,20,5,5,12,4,1,1,0,1,0,2,0,0,0
SA2017_047068002,21,10,2,6,1,1,1,0,0,0,0,0,2,0
SA2017_047068003,4,8,0,10,0,0,1,0,3,0,0,0,2,0
SA2017_047069001,19,26,5,25,2,0,5,0,5,0,0,2,1,0
SA2017_047070001,8,7,4,22,0,0,1,0,4,0,0,0,2,3
SA2017_047071001,9,5,1,37,5,0,4,0,5,0,0,2,4,0
SA2017_047071002,16,19,11,66,10,1,11,0,2,0,0,2,0,7
SA2017_047071003,51,19,7,23,2,1,13,0,2,1,2,3,5,0
SA2017_047071004/01,11,17,1,26,2,0,3,2,3,1,0,2,2,1
SA2017_047071004/02,36,29,10,77,19,3,7,1,7,0,3,2,2,0
SA2017_047071005,41,21,3,32,1,1,13,1,3,1,3,1,4,2
SA2017_047071006,13,22,1,22,2,1,5,1,3,0,1,0,0,0
SA2017_047071007,26,17,2,27,4,3,10,0,2,0,0,1,1,2
SA2017_047072001,9,15,0,45,1,1,2,0,5,0,1,1,1,0
SA2017_047072002,16,12,4,32,1,1,6,0,0,0,1,0,1,1
SA2017_047072003,15,19,3,46,4,3,3,0,3,0,1,0,0,1
SA2017_047072004,17,9,5,42,5,1,14,1,3,1,2,0,0,3
SA2017_047072005,9,3,2,30,8,0,17,0,2,0,1,2,2,1
SA2017_047072006,7,13,3,73,5,2,5,0,3,0,3,1,1,3
SA2017_047072007,9,9,8,37,7,1,7,0,1,1,0,0,0,1
SA2017_047072008,8,9,2,46,6,0,4,0,1,0,0,1,1,1
SA2017_047072009,4,5,4,62,3,1,4,0,1,0,1,1,0,0
SA2017_047072010,13,12,2,63,6,2,11,4,3,1,0,1,2,1
SA2017_047072011,15,7,8,47,12,0,9,1,1,0,1,1,2,1
SA2017_047072012,26,5,6,41,5,0,7,1,0,0,0,0,1,5
SA2017_047072013,13,19,1,27,0,3,5,1,1,0,0,3,0,0
SA2017_047072014,9,23,0,29,2,0,4,1,1,1,1,0,0,2
SA2017_047072015,15,13,5,56,2,1,11,0,2,0,2,1,0,0
SA2017_047072016,12,22,3,38,5,0,8,0,4,1,1,2,2,2
SA2017_047072017,25,24,6,39,2,2,8,2,3,0,1,4,0,4
SA2017_047072018,10,5,3,61,10,3,9,0,0,0,1,1,2,2
SA2017_047072019,22,9,10,56,8,0,16,1,1,0,1,0,1,3
SA2017_047072020,12,8,4,51,5,2,7,0,2,0,1,2,0,1
SA2017_047072021,9,13,0,61,11,2,4,0,4,0,2,1,0,1
SA2017_047072022,10,9,4,46,3,1,5,0,3,0,2,2,1,1
SA2017_047072023,7,7,2,33,6,0,7,0,1,0,0,0,3,0
SA2017_047072024,14,8,9,55,9,3,10,2,4,0,1,1,1,4
SA2017_047072025,23,13,5,49,4,2,4,0,0,0,0,0,1,1
SA2017_047072026,38,17,1,12,2,1,11,0,2,0,3,0,1,3
SA2017_047072027,23,16,5,55,7,2,11,0,1,0,0,1,1,4
SA2017_047072028,15,11,5,52,11,4,14,1,1,0,1,2,3,3
SA2017_047072029,25,18,6,25,1,2,8,1,2,1,0,0,1,5
SA2017_047072030,9,34,3,31,0,1,3,1,2,0,0,2,1,0
SA2017_047072031,23,26,2,25,2,4,7,0,0,0,0,1,1,0
SA2017_047072032,26,12,6,44,11,1,17,1,0,0,1,0,3,2
SA2017_047072033,13,8,4,35,6,0,9,1,2,0,2,0,1,1
SA2017_047072034,23,27,4,33,6,4,18,3,2,0,0,1,1,3
SA2017_047072035,22,12,2,47,5,2,13,0,2,0,1,1,0,1
SA2017_047072036,22,25,1,25,6,0,10,3,1,0,0,4,1,1
SA2017_047072037,20,22,0,17,2,2,7,0,0,1,0,0,0,0
SA2017_047072038,19,20,3,57,5,4,12,0,1,0,0,2,1,2
SA2017_047072039,18,25,6,27,2,1,6,0,2,0,0,2,0,1
SA2017_047072040,20,8,3,22,5,2,9,0,3,0,0,1,3,7
SA2017_047072041,23,4,3,20,6,1,8,1,0,0,1,0,1,1
SA2017_047072042,15,5,3,17,4,2,8,0,2,0,2,1,2,0
SA2017_047073001,21,13,2,14,2,2,7,1,0,1,2,0,2,2
SA2017_047073002,20,12,0,23,0,3,6,1,1,0,0,1,2,2
SA2017_047074001,15,14,3,36,5,0,4,0,3,0,1,0,7,2
SA2017_047074002,17,5,2,24,3,1,5,0,5,0,1,1,0,0
SA2017_047075001,16,10,1,48,3,0,7,1,1,0,2,1,3,0
SA2017_047075002,11,20,2,41,5,1,2,0,2,0,1,2,0,0
SA2017_047075003,9,16,3,46,1,2,3,0,3,0,0,1,1,1
SA2017_047075004,17,16,5,56,5,1,6,0,4,0,0,3,0,2
SA2017_047076001,15,18,2,32,2,1,1,0,2,0,1,0,1,0
SA2017_047076002,22,25,4,59,1,1,5,2,1,0,1,0,4,0
SA2017_047076003,16,22,3,34,0,2,4,0,1,0,0,0,1,1
SA2017_047076004,16,18,1,24,1,1,5,0,3,0,0,2,1,1
SA2017_047076005,16,26,1,24,1,0,3,0,1,0,0,2,0,1
SA2017_047076006,24,26,4,37,2,1,5,0,2,1,0,3,2,3
SA2017_047077001/01,6,10,3,9,0,2,2,1,0,0,0,0,0,0
SA2017_047077001/02,7,13,0,33,0,0,4,1,1,0,2,2,2,1
SA2017_047077001/03,14,13,15,16,3,0,1,0,2,0,0,1,0,3
SA2017_047077002,5,17,0,36,2,1,1,1,2,0,3,3,0,0
SA2017_047077003,13,16,0,41,0,0,4,1,1,0,0,1,3,0
SA2017_047077004,14,10,2,35,1,1,7,1,2,0,0,0,2,2
SA2017_047077005,17,22,3,36,0,3,1,1,3,0,0,2,2,2
SA2017_047077006,48,20,3,35,5,3,13,2,4,0,0,1,3,3
SA2017_047077007,34,9,3,31,9,4,23,1,2,1,2,3,0,3
SA2017_047077008,37,11,8,23,3,1,6,0,2,0,1,1,4,3
SA2017_047077009,23,11,2,51,5,0,15,2,1,0,1,0,0,2
SA2017_047077010,11,11,3,32,9,0,11,0,3,0,0,2,4,1
SA2017_047077011,10,17,0,33,2,0,6,3,2,0,1,0,1,0
SA2017_047077012,15,12,1,43,0,0,3,0,1,0,2,0,1,0
SA2017_047077013,10,4,2,45,0,2,4,1,3,0,1,3,3,0
SA2017_047077014,6,11,9,73,13,1,6,0,1,0,0,0,0,2
SA2017_047077015,7,10,3,64,7,0,8,1,4,1,2,0,2,4
SA2017_047077016,12,5,3,31,7,0,7,3,0,0,1,0,2,5
SA2017_047077017,14,13,9,43,11,1,8,0,1,0,2,1,2,8
SA2017_047077018,15,14,4,65,8,1,7,0,1,0,0,0,1,1
SA2017_047077019,19,9,7,34,7,2,6,0,2,0,1,0,1,3
SA2017_047077020,14,9,6,54,10,0,10,1,3,1,0,0,2,5
SA2017_047077021,12,12,5,42,9,1,6,0,3,0,1,0,0,5
SA2017_047077022,14,8,12,60,14,0,16,0,1,0,1,1,2,3
SA2017_047077023,13,27,0,40,2,2,4,3,0,0,1,2,1,3
SA2017_047077024,14,11,3,43,4,2,6,0,2,0,0,0,1,2
SA2017_047078001,29,29,3,61,7,2,6,1,1,1,1,1,4,0
SA2017_047079001,10,12,2,42,3,3,8,0,1,0,0,1,2,0
