sa_2015_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
SA2017_027030001,19,11,0,25,4,0,4,1,1,0,1,0,1,0
SA2017_027030002,27,16,5,38,0,3,3,1,1,0,0,0,1,1
SA2017_027031001,17,19,3,53,5,0,8,0,0,0,0,1,2,1
SA2017_027031002,23,9,0,44,4,0,2,0,0,0,1,1,3,0
SA2017_027032001,15,12,0,21,0,2,3,0,1,0,0,1,1,1
SA2017_027032002,16,7,1,34,1,3,4,1,3,0,0,0,0,1
SA2017_027032003,13,8,2,22,2,0,4,0,2,0,0,0,1,2
SA2017_027033001,27,19,3,44,3,1,6,1,7,0,1,2,2,0
SA2017_027033002,34,12,2,51,2,2,6,1,2,0,2,0,3,0
SA2017_027034001,29,15,3,58,2,2,9,2,2,0,1,0,3,0
SA2017_027035001,24,12,3,27,4,3,3,0,2,0,1,2,1,0
SA2017_027035002,16,14,0,23,1,0,3,0,2,0,1,3,3,0
SA2017_027035003,23,18,2,37,3,1,7,1,2,0,1,1,1,1
SA2017_027036001,15,13,2,34,3,4,4,0,0,0,0,1,1,2
SA2017_027036002,17,16,2,27,1,0,4,0,0,1,1,1,2,0
SA2017_027037001,14,6,0,11,0,0,0,1,0,0,0,1,3,0
SA2017_027038001/027047001,17,6,0,15,0,1,3,1,2,0,0,2,3,1
SA2017_027039001,14,10,3,17,0,0,5,0,1,0,1,0,1,0
SA2017_027040001,11,11,1,19,0,0,4,0,0,0,0,1,2,1
SA2017_027041001,24,6,2,12,3,1,6,2,1,0,0,1,4,0
SA2017_027042001,20,6,0,34,2,0,4,0,3,0,0,3,2,0
SA2017_027042002,14,12,1,29,2,3,3,1,1,0,0,0,3,0
SA2017_027043001,26,19,3,38,1,3,8,1,2,1,0,1,1,0
SA2017_027043002,21,18,2,44,6,2,8,2,1,0,2,1,1,2
SA2017_027044001,18,16,1,50,2,2,9,1,1,0,1,0,1,0
SA2017_027044002,18,18,1,33,1,2,3,0,0,0,1,0,3,0
SA2017_027045001,11,6,1,30,1,1,3,0,0,0,0,1,3,0
SA2017_027045002,9,11,4,33,2,2,3,0,1,0,0,0,2,0
SA2017_027045003,14,12,1,27,1,1,2,1,0,1,0,0,2,0
SA2017_027046001,19,16,3,41,3,4,8,0,3,0,1,0,3,0
SA2017_027046002,19,14,1,30,6,1,4,1,3,0,0,1,0,0
SA2017_027048001,17,12,0,33,3,1,3,0,1,0,1,0,0,0
SA2017_027048002,8,12,3,33,1,1,8,0,3,1,0,1,1,0
SA2017_027049001,16,16,2,31,0,0,4,2,1,0,0,0,0,0
SA2017_027050001,25,19,2,44,3,2,6,1,3,0,0,1,2,0
SA2017_027050002,20,19,1,34,1,1,3,1,1,0,0,2,1,0
SA2017_027051001,15,15,2,32,3,2,2,0,1,0,0,1,1,0
SA2017_027051002,19,11,2,28,3,0,5,1,3,1,1,0,0,1
SA2017_027052001,18,10,1,18,1,0,7,0,1,0,0,1,4,0
SA2017_027052002,12,9,1,39,2,1,6,0,1,0,0,1,1,0
SA2017_027052003,15,12,3,26,3,1,9,0,2,0,1,0,3,0
SA2017_027052004,13,11,2,21,1,2,3,0,2,0,1,0,0,1
SA2017_027052005,18,11,1,20,5,1,2,0,0,0,0,3,1,1
SA2017_027053001,12,13,0,28,0,3,6,0,0,0,0,0,2,1
SA2017_027053002,19,11,3,31,3,1,3,0,0,1,1,1,4,0
SA2017_027054001/027054003,26,19,4,29,6,4,10,0,0,0,0,0,3,4
SA2017_027054002,19,11,2,37,3,2,4,1,0,0,1,1,1,1
SA2017_027055001,32,9,2,53,3,1,6,0,1,1,0,2,3,1
SA2017_027056001,12,10,3,31,2,3,3,0,0,0,0,0,3,1
SA2017_027056002,18,7,0,25,1,0,4,1,0,0,0,1,0,1
SA2017_027057001,14,10,2,32,6,1,2,1,2,0,0,0,2,1
SA2017_027057002,11,13,1,21,1,1,4,1,2,0,0,2,4,0
SA2017_027057003,9,10,2,26,2,2,3,1,4,0,0,1,2,0
SA2017_027057004,23,19,3,27,1,0,7,0,2,0,0,1,1,1
SA2017_027057005,28,9,3,16,7,2,13,0,0,0,0,0,0,0
SA2017_027057006,24,18,2,8,3,1,8,0,2,0,0,2,0,2
SA2017_027058001/027085001,11,10,0,16,1,1,3,2,1,0,0,0,2,2
SA2017_027059001,19,19,3,32,1,1,9,0,3,0,4,1,0,2
SA2017_027059002,20,8,0,23,1,0,5,0,1,0,1,0,2,0
SA2017_027060001,16,14,3,20,3,1,4,0,1,0,0,0,1,0
SA2017_027060002,15,15,2,29,0,0,4,0,3,0,1,1,3,1
SA2017_027060003,10,17,1,33,0,0,5,0,0,0,0,0,2,0
SA2017_027061001,11,16,3,41,4,0,7,1,0,0,1,3,1,0
SA2017_027061002,28,15,3,53,6,3,8,0,2,0,1,1,2,2
SA2017_027061003,48,12,1,12,3,5,12,1,1,0,1,1,5,2
SA2017_027061004,14,9,2,25,7,2,17,4,2,1,3,0,3,3
SA2017_027062001,11,9,0,15,1,0,0,0,0,0,1,0,2,0
SA2017_027063001,35,12,2,17,0,2,7,1,0,0,1,0,3,1
SA2017_027063002,35,11,3,25,6,1,15,0,2,0,2,2,4,0
SA2017_027063003,34,9,9,36,9,0,10,2,2,0,0,0,0,2
SA2017_027063004,17,10,1,28,7,2,28,0,3,0,2,1,0,1
SA2017_027063005,18,14,14,45,8,2,10,1,3,0,0,0,2,4
SA2017_027063006,30,13,7,51,8,2,8,2,1,1,2,2,2,7
SA2017_027063007,19,16,2,34,7,1,6,0,1,0,0,0,2,1
SA2017_027063008,22,10,0,30,1,0,3,0,2,0,0,3,1,0
SA2017_027063009,14,20,6,43,13,3,12,1,4,0,2,1,1,2
SA2017_027063010,28,15,3,38,3,0,7,0,2,0,2,1,0,2
SA2017_027063011,16,22,7,42,6,3,6,0,3,0,1,1,2,1
SA2017_027064001,17,12,2,26,1,1,9,0,0,0,0,2,0,0
SA2017_027064002,13,12,3,40,3,1,5,2,2,0,0,0,4,0
SA2017_027065001,16,11,3,41,0,0,3,1,3,1,0,2,1,0
SA2017_027065002,15,7,1,32,1,2,6,3,2,0,0,1,2,1
SA2017_027066001,17,11,1,30,1,0,5,1,2,2,0,2,2,0
SA2017_027066002,22,8,0,38,3,3,6,0,2,0,1,2,2,0
SA2017_027067001,9,14,0,25,2,2,5,0,1,1,0,0,2,1
SA2017_027067002,11,16,0,32,4,1,5,1,0,0,0,0,0,0
SA2017_027068001,23,21,3,39,2,1,7,0,0,0,1,2,3,1
SA2017_027069001,16,5,2,22,0,1,6,0,1,0,1,0,2,0
SA2017_027069002,15,11,0,29,1,1,7,1,1,0,1,0,2,1
SA2017_027070001,13,11,3,32,3,1,4,1,0,0,1,1,1,1
SA2017_027070002,9,8,3,30,1,3,1,0,3,0,0,1,1,0
SA2017_027070003,26,14,2,21,3,1,5,0,0,0,0,0,0,0
SA2017_027071001,16,17,1,18,4,0,6,0,3,0,0,0,4,0
SA2017_027071002,24,15,1,21,4,2,4,1,0,0,0,0,2,1
SA2017_027072001,11,14,0,39,4,0,8,0,5,0,2,2,1,0
SA2017_027072002,17,17,3,26,2,1,5,0,2,0,1,1,1,0
SA2017_027072003,14,16,0,35,4,0,9,1,3,1,0,0,1,1
SA2017_027072004,22,20,1,43,1,1,6,0,2,0,1,0,1,1
SA2017_027072005,9,12,3,35,2,0,5,1,0,0,1,0,2,2
SA2017_027072006,16,11,4,29,7,2,12,1,2,0,2,2,1,1
SA2017_027072007,7,13,1,30,5,0,4,1,3,0,0,0,2,1
SA2017_027073001,27,11,3,30,12,0,14,0,0,1,1,1,0,2
SA2017_027073002,22,21,4,39,3,0,2,0,1,0,0,1,0,1
SA2017_027073003,13,17,1,62,5,3,11,0,5,0,1,0,4,0
SA2017_027073004,25,11,13,28,8,2,5,2,0,0,2,1,3,0
SA2017_027073005,22,16,2,41,9,3,11,1,3,0,1,4,0,1
SA2017_027073006,28,24,5,40,10,2,20,0,0,0,1,1,2,0
SA2017_027073007,20,10,5,34,6,1,8,1,2,0,0,0,0,0
SA2017_027074001,15,25,3,43,3,3,6,1,5,0,0,2,2,0
SA2017_027074002,27,16,0,44,2,2,4,2,6,0,2,2,1,0
SA2017_027074003,11,12,5,34,3,3,5,0,3,0,1,2,0,1
SA2017_027074004,13,6,1,35,2,3,4,0,2,0,1,1,0,1
SA2017_027075001/027088001,21,20,0,18,1,2,4,0,0,0,1,1,3,0
SA2017_027076001,16,14,3,26,2,2,6,1,1,0,1,0,1,1
SA2017_027076002,29,17,1,24,2,0,13,1,1,0,0,0,1,0
SA2017_027077001,17,14,0,28,7,1,6,2,0,0,0,1,2,1
SA2017_027077002,13,20,3,28,2,0,3,1,0,0,0,1,2,0
SA2017_027078001,19,12,0,20,1,0,2,2,1,0,0,0,1,0
SA2017_027078002,15,14,0,38,3,3,7,1,1,0,2,0,1,0
SA2017_027078003,33,13,3,23,2,1,7,3,1,0,0,0,1,1
SA2017_027079001,10,10,2,31,2,2,6,0,2,1,0,0,2,0
SA2017_027079002,17,13,1,38,0,1,2,2,0,2,1,1,2,1
SA2017_027079003,19,15,2,31,2,1,7,1,0,0,0,2,0,0
SA2017_027079004,40,10,4,14,5,2,19,2,2,0,1,1,5,1
SA2017_027079005,25,11,2,35,6,0,12,1,5,0,0,1,5,6
SA2017_027080001,15,13,1,28,1,1,5,0,2,0,0,0,2,0
SA2017_027080002,19,11,0,25,1,0,5,1,1,0,1,1,2,2
SA2017_027081001,11,17,1,24,0,0,4,1,1,2,0,0,1,0
SA2017_027082001,27,17,3,40,4,0,3,1,2,0,0,2,2,0
SA2017_027082002,12,15,2,37,0,2,4,1,0,0,0,3,1,0
SA2017_027082003,27,16,3,29,2,1,6,3,0,1,1,0,1,0
SA2017_027083001,20,15,2,20,1,0,3,0,0,0,0,1,0,1
SA2017_027083002,20,4,0,7,1,0,4,0,2,0,1,0,1,1
SA2017_027083003,12,10,2,13,1,0,2,0,1,0,1,1,1,3
SA2017_027084001,24,20,0,39,5,1,8,1,0,0,2,0,3,5
SA2017_027084002,13,10,1,53,6,2,6,0,1,0,1,1,2,0
SA2017_027086001,16,9,0,17,2,1,2,0,1,0,1,0,2,0
SA2017_027086002,14,15,1,17,2,2,2,0,1,0,0,0,1,1
SA2017_027087001,17,12,3,31,3,8,4,1,1,1,0,2,1,1
SA2017_027087002,27,18,0,45,3,2,3,1,5,0,0,1,1,0
SA2017_027089001,16,18,0,12,2,0,3,0,0,0,0,0,1,0
SA2017_027089002,14,7,2,13,0,1,2,0,0,0,0,0,0,0
SA2017_027089003,29,3,1,5,2,0,9,0,0,0,0,1,0,1
SA2017_027090001,21,16,1,34,2,0,2,0,1,0,0,1,0,0
SA2017_027090002,15,23,4,38,1,2,2,0,3,0,0,0,0,1
SA2017_027091001,15,24,3,41,2,0,1,0,6,0,0,1,1,0
SA2017_027092001,19,17,8,24,6,1,6,0,2,0,2,0,1,0
SA2017_027092002/01,20,8,5,12,6,0,12,1,0,0,0,0,0,2
SA2017_027092002/02,33,2,1,17,9,1,30,0,2,0,3,0,1,3
SA2017_027092003,20,19,7,30,8,1,15,2,2,0,1,0,1,1
SA2017_027092004,38,12,8,41,7,1,7,1,0,0,1,0,3,0
SA2017_027092005,21,15,3,24,2,0,1,0,2,0,2,0,0,2
SA2017_027092006,16,10,4,31,5,1,5,1,0,0,1,0,0,0
SA2017_027092007,7,7,0,25,4,1,14,0,2,0,0,1,1,2
SA2017_027092008,25,16,9,16,2,0,6,0,0,0,0,1,2,0
SA2017_027092009,19,18,1,22,1,1,8,1,1,0,1,0,1,2
SA2017_027092010,22,18,1,19,2,2,7,2,2,0,1,1,7,4
SA2017_027092011,18,10,1,36,3,1,5,0,1,0,0,0,0,0
SA2017_027092012,18,26,6,45,2,0,11,2,0,0,1,4,2,1
SA2017_027092013,32,9,7,10,5,1,5,1,0,0,1,0,3,0
SA2017_027092014,18,19,2,28,5,1,2,0,3,0,1,1,1,2
SA2017_027092015,13,7,3,25,4,0,3,0,0,0,1,0,0,2
SA2017_027092016,20,13,5,62,3,1,8,1,3,0,0,1,0,0
SA2017_027092017,12,16,2,63,1,2,11,1,0,0,1,1,3,0
SA2017_027093001,23,13,2,47,2,0,9,2,0,0,1,0,4,1
SA2017_027093002,27,17,3,41,2,3,4,0,2,0,1,0,3,2
SA2017_027093003,15,10,2,26,0,2,1,0,2,0,0,0,2,0
SA2017_037001001,20,9,0,15,1,0,3,0,1,0,0,1,3,0
SA2017_037001002,18,6,0,18,3,0,2,1,1,0,0,0,1,1
SA2017_037001003/037001004,19,18,3,26,0,1,1,1,2,0,1,0,1,1
SA2017_037002001,17,11,0,23,1,2,7,1,0,0,0,0,3,0
SA2017_037002002,21,12,2,20,1,2,6,1,1,0,0,1,2,1
SA2017_037002003,23,9,2,19,0,1,5,1,0,0,1,0,0,0
SA2017_037003001,36,8,1,44,4,5,10,0,1,0,0,1,1,1
SA2017_037004001,23,10,3,24,5,1,8,1,0,0,0,0,3,0
SA2017_037005001,13,9,2,19,0,0,3,1,4,0,0,0,1,0
SA2017_037006001,15,11,0,33,6,3,5,0,1,0,2,0,0,1
SA2017_037006002,11,17,0,44,3,2,3,1,0,0,0,3,3,2
SA2017_037006003,9,16,1,30,5,3,9,1,1,1,2,4,0,0
SA2017_037006004,22,11,2,31,4,4,18,1,4,0,2,0,0,0
SA2017_037007001,23,11,1,46,0,2,7,0,4,0,1,2,2,1
SA2017_037007002,17,14,1,38,3,2,5,0,0,0,0,0,1,0
SA2017_037007003,29,13,4,18,7,2,16,1,0,0,2,1,2,2
SA2017_037008001/037067001,23,10,1,29,4,2,3,1,0,0,0,1,0,0
SA2017_037009001,23,36,4,28,5,1,7,2,5,0,3,2,1,0
SA2017_037009002,3,16,0,76,3,0,2,0,2,0,1,1,0,1
SA2017_037009003,10,9,0,58,2,0,8,0,2,0,1,0,0,0
SA2017_037009004,15,18,3,50,4,1,9,2,5,0,0,1,3,1
SA2017_037009005,15,42,1,43,3,0,2,0,1,1,1,2,1,1
SA2017_037009006,12,21,1,27,0,0,10,1,4,0,1,3,4,0
SA2017_037009007,26,26,5,29,10,2,16,0,2,0,1,1,1,4
SA2017_037009008,15,14,1,40,3,1,1,0,1,0,0,3,0,2
SA2017_037009009,12,13,1,35,1,2,3,0,0,0,0,0,3,2
SA2017_037009010,14,7,3,28,4,0,7,0,2,1,0,0,1,2
SA2017_037009011,16,3,6,30,6,1,9,1,2,0,1,1,5,5
SA2017_037009012,29,29,3,32,3,3,6,1,0,0,1,3,4,0
SA2017_037009013,33,28,2,25,5,0,10,0,0,0,1,0,0,3
SA2017_037009014,27,6,11,49,11,1,14,1,6,0,2,4,2,1
SA2017_037009015,12,26,2,74,4,1,10,2,5,0,1,1,1,2
SA2017_037009016,26,17,13,37,12,1,12,2,1,0,2,1,4,1
SA2017_037009017,29,11,12,32,13,1,15,0,2,0,2,2,2,3
SA2017_037009018,18,7,3,64,12,0,17,1,3,0,2,2,0,1
SA2017_037009019,13,10,2,35,6,3,15,1,3,1,0,4,2,2
SA2017_037010001,20,12,2,31,2,0,8,1,3,0,1,3,2,0
SA2017_037011001,25,16,1,39,1,0,5,0,0,1,1,1,3,0
SA2017_037012001,17,15,1,14,1,2,6,2,0,0,0,0,2,1
SA2017_037012002/037012003,28,12,9,26,1,0,4,1,0,0,0,0,2,1
SA2017_037013001,12,8,3,27,0,0,5,0,1,0,0,1,0,0
SA2017_037013002/037013003,31,15,3,29,2,0,10,0,1,0,1,0,3,1
SA2017_037014001,25,16,3,44,3,3,6,1,0,0,1,1,0,3
SA2017_037015001,29,25,4,32,9,2,11,0,1,1,1,1,2,1
SA2017_037016001,17,10,3,31,4,1,7,0,2,0,0,0,2,2
SA2017_037017001,18,8,0,25,4,1,9,0,1,1,0,0,0,2
SA2017_037018001/37041001,31,14,2,15,2,2,3,1,0,0,2,1,1,2
SA2017_037019001,30,8,2,30,2,1,7,0,0,0,0,0,2,0
SA2017_037020001,13,9,1,19,1,2,5,0,2,0,0,1,0,2
SA2017_037021001,21,0,1,0,0,0,0,0,0,0,0,0,5,46
SA2017_037021002,12,18,1,32,1,2,6,0,2,0,0,1,1,1
SA2017_037021003,25,8,1,12,1,0,0,1,1,0,0,0,2,60
SA2017_037022001,15,5,0,15,2,1,2,0,1,0,1,0,1,0
SA2017_037023001,9,9,1,13,1,1,5,0,2,0,1,1,0,0
SA2017_037024001,11,8,4,34,5,1,1,0,1,1,0,0,0,1
SA2017_037024002,11,8,5,39,2,3,4,1,3,0,0,1,3,0
SA2017_037025001,6,5,3,10,1,0,0,0,1,1,0,0,1,0
SA2017_037026001,24,27,2,58,3,2,7,1,1,0,1,0,0,0
SA2017_037026002,22,19,0,26,0,0,4,0,1,0,0,1,1,1
SA2017_037026003,34,33,6,22,7,1,17,2,0,0,3,0,4,2
SA2017_037026004,24,13,3,12,7,5,19,0,2,0,2,1,2,0
SA2017_037026005,33,6,0,12,4,2,3,1,1,0,0,1,1,1
SA2017_037026006,34,12,3,35,6,0,20,0,1,0,0,1,2,0
SA2017_037026007,29,9,6,9,5,0,6,0,0,0,0,1,0,0
SA2017_037026008,13,22,3,45,2,1,3,1,0,1,1,1,3,0
SA2017_037026009,33,11,6,59,7,1,7,1,2,0,1,0,1,4
SA2017_037026010,14,14,3,37,3,0,2,1,1,1,0,1,0,3
SA2017_037026011,19,7,12,15,5,0,5,0,0,0,0,0,0,2
SA2017_037026012,14,26,2,48,1,1,0,2,2,0,0,0,1,2
SA2017_037027001,16,21,0,32,4,0,2,0,1,0,0,1,3,1
SA2017_037027002,20,12,3,41,3,0,7,1,1,0,0,0,2,0
SA2017_037027003,11,10,4,48,7,2,8,1,4,0,1,1,2,3
SA2017_037027004,8,24,1,53,3,1,5,0,2,0,0,1,2,2
SA2017_037027005,13,15,3,47,5,2,5,0,1,0,0,0,1,2
SA2017_037027006,26,9,2,37,11,1,27,0,2,0,2,0,0,1
SA2017_037027007,36,9,13,14,7,5,4,0,0,1,1,0,7,14
SA2017_037027008,14,9,2,47,1,1,7,1,1,1,3,1,1,0
SA2017_037027009,17,17,3,64,6,2,8,0,0,0,0,1,3,1
SA2017_037027010,13,15,3,39,11,1,20,1,2,2,0,1,1,4
SA2017_037027011,29,10,11,36,10,1,18,1,2,0,1,2,2,12
SA2017_037027012,13,15,0,44,6,4,5,1,2,0,1,1,1,1
SA2017_037027013,11,21,1,46,2,2,7,1,4,0,1,2,3,1
SA2017_037027014,38,3,2,54,12,4,34,0,3,0,2,0,0,2
SA2017_037027015,24,19,3,27,7,3,11,1,1,1,2,2,3,1
SA2017_037027016,28,13,7,32,9,2,16,1,4,1,1,3,3,3
SA2017_037027017,38,10,6,22,8,5,23,1,0,1,2,0,4,9
SA2017_037027018,25,47,4,34,1,1,5,1,4,1,0,0,0,2
SA2017_037027019,30,24,8,26,4,1,18,3,0,0,0,1,2,5
SA2017_037027020,20,34,2,37,0,4,4,1,0,0,0,0,1,1
SA2017_037027021,13,13,2,24,6,4,6,0,0,0,0,2,4,3
SA2017_037027022,17,15,3,19,3,1,8,1,2,0,0,2,3,3
SA2017_037027023,30,14,2,22,4,1,11,1,0,0,0,1,4,1
SA2017_037027024,21,18,2,19,7,6,5,3,1,0,0,1,2,2
SA2017_037027025,44,7,6,4,3,0,3,1,0,0,1,0,2,2
SA2017_037027026,24,21,4,9,4,0,5,1,1,2,0,0,1,0
SA2017_037027027,38,20,9,15,4,2,13,1,0,0,0,0,3,5
SA2017_037027028,24,34,3,31,2,2,7,0,3,0,0,1,0,0
SA2017_037027029,20,13,4,24,8,2,8,1,2,0,1,2,2,2
SA2017_037027030,23,18,6,23,7,4,14,1,1,1,2,1,0,5
SA2017_037027031,36,16,2,30,4,0,12,1,1,0,2,1,5,3
SA2017_037027032,17,10,2,17,6,0,5,1,1,0,1,1,2,2
SA2017_037027033,12,9,0,17,4,2,15,0,2,0,1,0,2,2
SA2017_037027034,27,13,7,43,5,2,10,4,0,0,1,1,6,18
SA2017_037027035,19,13,10,14,6,0,5,2,2,0,1,0,5,22
SA2017_037027036,33,21,6,22,3,1,3,0,2,0,2,1,4,1
SA2017_037027037,31,28,0,15,2,0,1,0,2,0,0,0,1,2
SA2017_037027038,19,23,0,25,3,0,2,1,1,0,0,0,0,2
SA2017_037028001,24,11,4,24,2,0,2,1,3,0,0,0,3,0
SA2017_037029001,16,18,2,38,3,1,8,1,1,0,1,1,3,0
SA2017_037029002,9,14,1,50,1,1,7,1,1,0,2,3,2,0
SA2017_037030001,14,17,5,55,1,1,5,0,0,0,0,0,2,1
SA2017_037030002,26,13,2,59,0,1,6,1,3,0,1,0,3,0
SA2017_037031001,19,6,2,18,2,1,8,1,0,0,0,1,1,0
SA2017_037031002,15,7,0,17,1,2,4,0,0,1,1,2,0,1
SA2017_037031003,18,11,1,17,5,3,2,1,2,0,0,1,2,0
SA2017_037032001,32,19,2,33,2,2,7,1,2,0,0,0,0,0
SA2017_037033001,17,15,0,36,1,0,6,0,1,0,0,0,0,0
SA2017_037033002,14,9,2,18,1,3,6,0,1,0,0,0,0,1
SA2017_037034001,24,19,2,39,1,1,5,0,2,0,0,0,2,0
SA2017_037035001,11,9,1,39,0,0,5,1,2,0,1,0,1,0
SA2017_037035002,14,17,6,41,2,2,6,1,2,0,0,1,2,0
SA2017_037036001,9,9,5,43,3,0,5,1,3,0,0,1,1,0
SA2017_037037001,14,10,1,25,3,2,8,1,1,0,0,3,0,3
SA2017_037038001,21,25,3,33,0,0,1,1,1,0,0,0,4,0
SA2017_037039001,16,7,2,19,4,4,6,1,0,0,0,0,1,1
SA2017_037040001,33,15,0,36,0,0,6,2,3,0,0,2,2,0
SA2017_037040002,29,15,1,34,3,0,7,0,0,1,1,2,4,0
SA2017_037042001,27,16,2,40,0,0,6,0,0,0,0,0,0,0
SA2017_037042002,14,10,4,20,5,2,6,1,1,1,0,1,1,0
SA2017_037042003,29,22,4,13,3,2,13,0,1,1,3,1,5,2
SA2017_037042004,18,21,1,29,3,1,7,1,1,0,2,1,1,1
SA2017_037042005,25,14,2,13,8,1,9,1,0,0,0,0,1,0
SA2017_037042006,18,10,5,34,5,1,7,1,3,0,0,0,1,0
SA2017_037043001,6,25,2,46,1,0,2,2,1,0,0,1,1,1
SA2017_037043002,14,16,2,46,4,2,4,2,1,0,1,0,0,0
SA2017_037043003,18,24,4,48,5,1,8,0,0,0,1,1,0,1
SA2017_037043004,26,22,2,40,1,0,4,0,3,0,0,1,6,2
SA2017_037043005,8,10,2,40,1,0,8,0,0,0,1,0,2,1
SA2017_037044001,21,10,2,32,2,2,8,1,1,0,0,0,5,0
SA2017_037044002,12,15,3,24,1,4,5,0,3,0,1,1,4,1
SA2017_037045001,14,20,0,29,2,0,2,1,3,1,1,0,1,0
SA2017_037045002,20,21,3,30,0,0,2,0,1,1,0,0,3,0
SA2017_037045003,20,10,3,45,8,0,8,1,1,1,2,1,0,3
SA2017_037045004,15,12,2,28,5,1,6,1,2,0,1,0,3,2
SA2017_037046001,15,20,4,26,3,1,2,0,1,1,1,1,2,1
SA2017_037047001,21,8,0,9,1,0,5,2,1,0,0,0,1,2
SA2017_037048001,12,8,3,23,0,1,4,0,0,0,0,1,1,0
SA2017_037049001,16,16,1,24,2,0,6,0,1,0,0,0,1,0
SA2017_037049002,23,9,1,21,2,0,6,1,2,0,2,0,0,1
SA2017_037049003,22,17,1,22,3,3,4,1,1,1,1,0,1,2
SA2017_037049004,19,9,4,10,1,3,5,0,0,0,1,0,2,2
SA2017_037050001,11,19,4,38,1,4,3,0,2,0,0,3,0,1
SA2017_037050002,28,24,1,74,6,0,10,0,1,0,0,1,4,0
SA2017_037050003,20,21,1,34,6,1,7,2,3,0,0,0,0,1
SA2017_037050004,31,7,15,33,9,0,7,1,1,0,1,0,4,3
SA2017_037050005,23,29,4,53,9,1,7,0,4,0,1,0,1,1
SA2017_037050006,11,27,1,38,4,1,8,0,2,1,0,6,0,1
SA2017_037051001,17,10,4,15,3,1,3,0,1,0,0,1,1,2
SA2017_037051002,20,9,4,18,3,0,3,1,1,0,0,0,2,0
SA2017_037051003,25,9,3,8,0,1,8,0,1,0,1,0,2,1
SA2017_037052001,28,15,1,30,2,2,7,0,1,1,0,1,2,1
SA2017_037052002,21,10,4,25,2,2,7,0,1,1,0,0,0,0
SA2017_037053001,19,28,2,50,1,2,8,2,1,0,0,3,2,2
SA2017_037053002,17,15,2,15,0,2,3,2,0,0,0,0,4,20
SA2017_037053003,20,20,4,27,2,0,1,2,3,0,2,2,4,14
SA2017_037054001,18,9,3,25,2,0,4,0,1,0,0,0,0,0
SA2017_037054002,20,17,4,21,1,1,9,1,1,0,1,0,1,1
SA2017_037054003,28,13,4,27,5,2,7,1,0,0,0,0,2,0
SA2017_037055001,33,19,1,41,4,2,5,3,2,0,1,1,4,2
SA2017_037056001,27,25,1,53,3,0,8,0,1,0,0,1,1,0
SA2017_037057001/037057002,21,3,12,24,6,0,4,1,1,0,2,1,1,1
SA2017_037057003,21,9,6,19,6,0,8,0,2,0,0,3,1,5
SA2017_037057004,34,12,5,18,4,0,7,2,1,0,0,0,0,5
SA2017_037057005,21,6,4,12,6,0,5,0,2,0,0,1,1,7
SA2017_037057006,33,11,6,17,4,1,10,1,1,1,1,1,2,9
SA2017_037057007,31,18,4,45,6,2,17,1,0,0,1,0,5,8
SA2017_037057008,9,20,3,36,3,0,11,2,3,0,0,0,0,1
SA2017_037057009,23,33,2,33,0,2,10,0,1,0,1,0,1,2
SA2017_037057010,26,17,3,29,7,0,3,2,1,0,1,0,0,1
SA2017_037057011,11,12,3,46,2,1,9,1,3,0,0,0,0,1
SA2017_037057012,24,15,2,35,5,0,10,1,1,0,0,0,1,1
SA2017_037057013,19,8,7,20,7,0,5,1,2,0,0,1,2,3
SA2017_037057014,33,17,3,22,3,0,10,2,2,1,0,1,2,6
SA2017_037057015,14,11,5,43,7,1,16,1,1,2,0,2,2,6
SA2017_037057016,17,11,3,36,5,2,5,1,2,0,1,0,2,6
SA2017_037057017,33,7,5,7,2,0,6,0,1,0,1,1,9,2
SA2017_037057018,26,16,3,23,8,2,12,2,3,0,1,0,0,4
SA2017_037057019,32,12,1,28,4,3,11,0,0,0,1,2,0,4
SA2017_037057020,36,16,2,12,3,2,8,1,1,0,0,1,1,2
SA2017_037057021,3,18,1,63,1,0,9,0,3,0,0,1,1,0
SA2017_037057022,24,19,2,18,0,4,6,0,0,0,3,0,0,3
SA2017_037057023,24,11,7,30,3,2,8,0,0,1,0,0,2,6
SA2017_037057024,16,18,2,22,0,0,4,1,2,0,0,0,0,3
SA2017_037057025,14,15,6,42,3,2,8,1,0,0,1,0,1,2
SA2017_037057026,36,8,4,22,1,0,7,0,2,0,0,0,1,6
SA2017_037057027,26,13,5,38,4,0,13,2,1,0,3,0,2,1
SA2017_037057028,14,25,0,35,2,1,3,0,2,0,0,0,1,2
SA2017_037057029,15,16,1,11,3,3,10,2,1,0,3,0,0,3
SA2017_037057030,20,9,1,12,7,1,13,0,0,0,2,3,0,2
SA2017_037057031,34,19,3,23,1,2,13,1,1,0,1,0,2,0
SA2017_037057032,32,22,4,16,3,1,5,4,2,0,0,0,1,1
SA2017_037057033,30,28,4,24,2,1,9,3,0,0,0,0,0,4
SA2017_037057034,24,6,9,24,12,1,27,0,2,0,1,0,1,4
SA2017_037057035,36,14,6,20,0,3,4,1,2,0,2,0,2,1
SA2017_037057036,65,3,5,6,3,1,9,1,0,0,0,0,4,3
